year,species_code,age,males,females,unsexed
2007,30052,21,528090.8333333334,652960.2833333333,0
2007,30052,22,1734602.8333333333,1245120.4777777777,0
2007,30052,23,661508.5,683805.2777777778,0
2007,30052,24,48421.8,386265.99047619046,0
2007,30052,25,191485.3333333333,614363.857142857,0
2007,30052,26,1098823.9,282925.0571428571,0
2007,30052,27,869415.8333333334,377178.8888888889,0
2007,30052,28,581739.4,754104.6349206349,0
2007,30052,29,445100.6,154859.16666666666,0
2007,30052,31,349281.4,1068850.4444444445,0
2007,30052,32,255709.5,363572,0
2007,30052,33,0,117418.33333333333,0
2007,30052,34,0,125487.85714285713,0
2007,30052,35,213221.30000000002,1078998.1666666667,0
2007,30052,36,49123.4,541590.9166666666,0
2007,30052,37,233482.40000000002,502554,0
2007,30052,38,664085.6,199395.8333333333,0
2007,30052,39,60086,0,0
2007,30052,40,0,146692.5238095238,0
2007,30052,41,255709.5,399141.75,0
2007,30052,42,49123.4,32333.666666666664,0
2007,30052,43,48421.8,438446.5238095238,0
2007,30052,47,49123.4,208397.5,0
2007,30052,48,49123.4,0,0
2007,30052,55,0,117418.33333333333,0
2009,30051,3,361429.86666666664,206259.8333333333,55823.33928571429
2009,30051,4,131574.29166666666,345998.4404761905,14539.607142857143
2009,30051,5,563609.5,329694.0976190476,88491.71428571429
2009,30051,6,1239818.0999999999,1396908.2,9269.285714285714
2009,30051,7,1151356.6702380953,433612.1857142857,19354.321428571428
2009,30051,8,773245.1,2217461.5023809522,8290.30357142857
2009,30051,9,1055823.2892857143,991205.5785714285,14821.267857142857
2009,30051,10,1163623.7880952382,512881.32023809524,0
2009,30051,11,1701223.1785714286,824209.5277777778,0
2009,30051,12,680433.3083333333,909971.190079365,7870.089285714285
2009,30051,13,901081.2916666666,834028.8517316018,420.21428571428567
2009,30051,14,763779.5,593939.4345238095,0
2009,30051,15,812872.994047619,1325269.6277777778,0
2009,30051,16,636214.6619047619,994514.6527777778,1260.642857142857
2009,30051,17,527223.8238095238,607037.4523809524,0
2009,30051,18,444151.71428571426,267861.80555555556,0
2009,30051,19,476341.36666666664,317405.1206349206,0
2009,30051,20,807155.25,1043956.4464285714,420.21428571428567
2009,30051,21,338134.1666666666,477163.6718253968,0
2009,30051,22,664658.5,304282.56944444444,0
2009,30051,23,327453.6666666666,269482.4191919192,0
2009,30051,24,77225,551836.4064935065,0
2009,30051,25,393450.89999999997,425478.4330808081,0
2009,30051,26,67065.66666666666,445964.9694805195,0
2009,30051,27,0,54128.142857142855,0
2009,30051,28,58582.166666666664,289093.0218253968,0
2009,30051,29,250778.8,319302.725,0
2009,30051,30,596432.8523809523,282915.82727272727,0
2009,30051,31,230368.4,123808.98863636365,0
2009,30051,32,59084,205728.74404761905,0
2009,30051,33,349915.7333333333,168720.2857142857,0
2009,30051,34,97903.33333333333,63780.53571428571,0
2009,30051,35,82896.75,146163.225,0
2009,30051,36,211691.3523809524,74620.625,0
2009,30051,37,0,65664.11111111111,0
2009,30051,38,0,22980,0
2009,30051,40,0,166141.25,0
2009,30051,41,0,46376.25,0
2009,30051,42,61115,55936.36363636364,0
2009,30051,43,137589,20521,0
2009,30051,44,59298.9,13315,0
2009,30051,45,0,78238.125,0
2009,30051,46,43744.5,111591.33333333333,0
2009,30051,47,34383,52680.75,0
2009,30051,48,177789.88333333333,31258,0
2009,30051,49,94842.8,13315,0
2009,30051,50,40939.666666666664,0,0
2009,30051,51,80363.91666666666,34830,0
2009,30051,52,94842.8,0,0
2009,30051,55,93844.5,0,0
2009,30051,60,0,0,0
2009,30051,61,34383,27699.333333333332,0
2009,30051,62,43744.5,0,0
2009,30051,66,0,9665,0
2009,30051,67,59298.9,0,0
2009,30051,72,43744.5,0,0
2009,30051,75,91222.75,0,0
2009,30051,83,93844.5,0,0
2009,30051,85,61115,0,0
2009,30051,86,59084,0,0
2009,30051,89,36270,0,0
2009,30051,98,0,67872.625,0
2009,30051,113,59298.9,0,0
2009,30051,135,9340,0,0
2009,30052,2,0,25124,0
2009,30052,4,33960.33333333333,21985,0
2009,30052,5,15103.5,57029.33333333333,0
2009,30052,6,52689.600000000006,46592.25,0
2009,30052,7,258512.68333333332,61419.33333333333,0
2009,30052,8,274637.7166666667,81460.66666666666,0
2009,30052,9,83437.5,270486.9,0
2009,30052,10,185301.03333333333,284238.2083333333,0
2009,30052,11,350958.66792929295,217636.52913752914,0
2009,30052,12,235206.13333333333,249014.29166666666,0
2009,30052,13,168824.04166666666,181147.94166666665,0
2009,30052,14,337237.3568181818,339677.25641025644,0
2009,30052,15,330245.81237373734,325387.30833333335,0
2009,30052,16,257701.12261904762,541819.5124708625,0
2009,30052,17,641191.3992784993,287100.225,0
2009,30052,18,605358.3726190476,385405.2121212121,0
2009,30052,19,354638.39166666666,228747.1730769231,0
2009,30052,20,163298.67777777778,269640.3787878788,0
2009,30052,21,192009.3722222222,91275.58974358975,0
2009,30052,22,134643.375,219743.52635975135,0
2009,30052,23,335073.8865079365,69668.14772727274,0
2009,30052,24,279090.2388888889,206182.78055555554,0
2009,30052,25,269381.4472222222,332861.2093434343,0
2009,30052,26,206926.50595238095,541214.686965812,0
2009,30052,27,287975.48863636365,117325.68055555555,0
2009,30052,28,352047.4211038961,98632.05555555555,0
2009,30052,29,91086.22222222222,107641.58333333333,0
2009,30052,30,158419.55681818182,160767.5643939394,0
2009,30052,31,69210.22222222222,281534.55555555556,0
2009,30052,32,130629.625,303456.04807692306,0
2009,30052,33,166308.725,382973.2211538461,0
2009,30052,34,143358.475,90360.4,0
2009,30052,35,95204.80681818182,25945,0
2009,30052,36,50080.625,139171.3230769231,0
2009,30052,37,95204.80681818182,0,0
2009,30052,38,130974.82222222222,91451.25,0
2009,30052,39,0,219162.22863247863,0
2009,30052,40,100941.40404040404,0,0
2009,30052,41,111871.6,0,0
2009,30052,42,0,67740.55555555555,0
2009,30052,43,37454.4,0,0
2009,30052,44,0,98167.875,0
2009,30052,45,37949,26876.5,0
2009,30052,46,0,64415.4,0
2009,30052,47,0,45346.375,0
2009,30052,48,128359.725,160032,0
2009,30052,50,37034.4,0,0
2009,30052,51,37034.4,0,0
2009,30052,52,0,48810.92307692308,0
2009,30052,53,50080.625,0,0
2009,30052,54,87535.025,15779,0
2009,30052,55,37454.4,92059,0
2009,30052,57,41616.33333333333,0,0
2009,30052,72,27934,0,0
2009,30052,90,3262.5,0,0
2009,30052,97,55817.22222222222,0,0
2011,30051,3,442302.5,147954.16666666666,0
2011,30051,4,88222.16666666666,356500.5,0
2011,30051,5,1304905,1424308,0
2011,30051,6,673522,799629.1666666666,0
2011,30051,7,1906954.9166666665,396806.5,0
2011,30051,8,1381908.2,618278,0
2011,30051,9,2407269.25,2063296.8333333333,0
2011,30051,10,218553.8,1797089.5333333332,0
2011,30051,11,2082185.7833333332,1531591.4333333333,0
2011,30051,12,1548856.8642857142,1599428.9,0
2011,30051,13,1024590.880952381,1377994.2,0
2011,30051,14,569987.4809523809,843875.1666666666,0
2011,30051,15,1112408.5714285714,1242207.1666666665,0
2011,30051,16,581056.5476190476,523132.45,0
2011,30051,17,328241.5,473623.5833333333,0
2011,30051,18,0,196209.66666666666,0
2011,30051,19,446024.35714285716,537559.8,0
2011,30051,20,81264.85714285714,87241.40000000001,0
2011,30051,21,216040.25,359669.9166666666,0
2011,30051,22,0,63855.4,0
2011,30051,23,130446.5,59297.25,0
2011,30051,24,240739.0238095238,258950.15,0
2011,30051,25,0,60140,0
2011,30051,26,356004.0833333333,0,0
2011,30051,27,140592.75,24763.5,0
2011,30051,28,0,254965.15,0
2011,30051,29,166044.66666666666,0,0
2011,30051,30,98359.66666666666,0,0
2011,30051,31,98359.66666666666,90407.75,0
2011,30051,34,60680,43846,0
2011,30051,35,0,228600.16666666666,0
2011,30051,37,134884.8,0,0
2011,30051,40,70064.25,0,0
2011,30051,41,0,53969.75,0
2011,30051,43,100576.66666666666,0,0
2011,30051,46,70064.25,0,0
2011,30051,48,94219,81440.75,0
2011,30051,49,139148.5,0,0
2011,30051,51,15149.666666666666,0,0
2011,30051,53,93618.16666666667,0,0
2011,30051,54,0,56677.25,0
2011,30051,59,0,45339.5,0
2011,30051,60,170640.91666666666,0,0
2011,30051,77,26994.5,0,0
2011,30051,78,0,0,0
2011,30052,4,10579,0,0
2011,30052,6,16417,38860,0
2011,30052,7,24719.5,0,0
2011,30052,8,24719.5,0,0
2011,30052,9,10781,154440,0
2011,30052,10,0,50583,0
2011,30052,12,291950.5,178811.2,0
2011,30052,13,242809.5,0,0
2011,30052,14,193302.5,317855.7,0
2011,30052,15,101870.20000000001,112315.53333333333,0
2011,30052,16,185060.33333333334,0,0
2011,30052,17,211851.7,197871.5,0
2011,30052,18,440133.0333333333,77990.66666666666,0
2011,30052,19,64257,180358.88095238095,0
2011,30052,20,133332.7,119268.5,0
2011,30052,21,197571.7,55888.33333333333,0
2011,30052,22,820340.5333333333,200882.90000000002,0
