sim,year,species_code,ess,value,region
7,2017,10262,ess_t,63.364586188601685,E
7,2019,10262,ess_t,12.515627378658827,E
8,2005,10262,ess_f,15.981181340482847,E
8,2011,10261,ess_f,0,E
8,2013,10262,ess_f,37.55569587676569,E
8,2015,10262,ess_f,0,E
8,2017,10262,ess_f,77.76390071968221,E
8,2019,10262,ess_f,3.253765767920281,E
8,2005,10262,ess_m,NA,E
8,2011,10261,ess_m,NA,E
8,2013,10262,ess_m,21.126974487785763,E
8,2015,10262,ess_m,NA,E
8,2017,10262,ess_m,28.506637626372434,E
8,2019,10262,ess_m,0.6910096074761202,E
8,2005,10262,ess_t,11.457062034060042,E
8,2011,10261,ess_t,0,E
8,2013,10262,ess_t,36.78183450391889,E
8,2015,10262,ess_t,0,E
8,2017,10262,ess_t,88.9688052630382,E
8,2019,10262,ess_t,4.432522338770528,E
9,2005,10262,ess_f,49.53165502581423,E
9,2011,10261,ess_f,49.99616344657301,E
9,2013,10262,ess_f,10.047300906591639,E
9,2015,10262,ess_f,0,E
9,2017,10262,ess_f,13.643727734114005,E
9,2019,10262,ess_f,17.686296380528628,E
9,2005,10262,ess_m,93.33864242250944,E
9,2011,10261,ess_m,NA,E
9,2013,10262,ess_m,26.21708282648945,E
9,2015,10262,ess_m,NA,E
9,2017,10262,ess_m,18.32233654664958,E
9,2019,10262,ess_m,2.2301079299318847,E
9,2005,10262,ess_t,121.55996394759342,E
9,2011,10261,ess_t,49.99616344657301,E
9,2013,10262,ess_t,37.1725024561454,E
9,2015,10262,ess_t,0,E
9,2017,10262,ess_t,16.84244179137842,E
9,2019,10262,ess_t,12.390347698399172,E
10,2005,10262,ess_f,13.294905152962066,E
10,2013,10262,ess_f,71.02077616612075,E
10,2015,10262,ess_f,15.174484964636404,E
10,2017,10262,ess_f,11.596856394011565,E
10,2019,10262,ess_f,8.237378451886311,E
10,2005,10262,ess_m,1.7057256945779278,E
10,2013,10262,ess_m,21.855605058202958,E
10,2015,10262,ess_m,4.369776718535573,E
10,2017,10262,ess_m,19.04288424512347,E
10,2019,10262,ess_m,4.312603548052349,E
10,2005,10262,ess_t,19.154403763748856,E
10,2013,10262,ess_t,47.061117140270554,E
10,2015,10262,ess_t,25.614676799739936,E
10,2017,10262,ess_t,18.850444617747485,E
10,2019,10262,ess_t,9.221057376859909,E
11,2005,10262,ess_f,51.51706690130792,E
11,2011,10261,ess_f,188777551911.78995,E
11,2015,10262,ess_f,48.12460726270583,E
11,2017,10262,ess_f,36.93843156084831,E
11,2019,10262,ess_f,6.133389769364827,E
11,2005,10262,ess_m,48.23494456577338,E
11,2011,10261,ess_m,NA,E
11,2015,10262,ess_m,4.38624886120489,E
11,2017,10262,ess_m,6.98223255075015,E
11,2019,10262,ess_m,13.996314659189805,E
11,2005,10262,ess_t,139.5179288876724,E
11,2011,10261,ess_t,188777551911.78995,E
11,2015,10262,ess_t,58.7263343017464,E
11,2017,10262,ess_t,20.56868161981058,E
11,2019,10262,ess_t,18.25646197235766,E
12,2005,10262,ess_f,5.692382921022518,E
12,2011,10261,ess_f,3.3737158097359985,E
12,2013,10262,ess_f,30.71407322691194,E
12,2015,10262,ess_f,25.500341920601457,E
12,2017,10262,ess_f,21.749555914606717,E
12,2019,10262,ess_f,13.786216563225386,E
12,2005,10262,ess_m,NA,E
12,2011,10261,ess_m,NA,E
12,2013,10262,ess_m,51.323346606327625,E
12,2015,10262,ess_m,1.265493861617818,E
12,2017,10262,ess_m,10.849208280220111,E
12,2019,10262,ess_m,3.913152300665266,E
12,2005,10262,ess_t,4.977254445593994,E
12,2011,10261,ess_t,3.3737158097359985,E
12,2013,10262,ess_t,89.50757815896924,E
12,2015,10262,ess_t,24.832342908688737,E
12,2017,10262,ess_t,19.88805517309176,E
12,2019,10262,ess_t,17.578291208996262,E
13,2005,10262,ess_f,20.717464427138193,E
13,2011,10261,ess_f,10.204081632653061,E
13,2013,10262,ess_f,42.73877681184531,E
13,2017,10262,ess_f,12.087986048688206,E
13,2019,10262,ess_f,8.523352910378174,E
13,2005,10262,ess_m,NA,E
13,2011,10261,ess_m,NA,E
13,2013,10262,ess_m,12.04734025140639,E
13,2017,10262,ess_m,20.81866982540674,E
13,2019,10262,ess_m,34.38394588654515,E
13,2005,10262,ess_t,24.39849393416481,E
13,2011,10261,ess_t,10.204081632653061,E
13,2013,10262,ess_t,45.7132142563248,E
13,2017,10262,ess_t,17.405838229691213,E
13,2019,10262,ess_t,30.351533302591438,E
14,2005,10262,ess_f,55.586883569957145,E
14,2009,10262,ess_f,0,E
14,2013,10262,ess_f,24.330775733100527,E
14,2015,10262,ess_f,13.833994204887642,E
14,2017,10262,ess_f,264.95356467261007,E
14,2019,10262,ess_f,0.8174130697052384,E
14,2005,10262,ess_m,0.537423345503094,E
14,2009,10262,ess_m,NA,E
14,2013,10262,ess_m,39.48467756715618,E
14,2015,10262,ess_m,0,E
