year,species_code,length,males,females,unsexed
2021,30052,270,77415,166533,0
2007,30052,280,175887,98706,0
2009,30052,280,103408,189648,0
2011,30052,280,60947,71659,0
2013,30052,280,62987,157122,0
2015,30052,280,194905,232331,0
2017,30052,280,68783,239584,0
2019,30052,280,134936,192595,0
2021,30052,280,190821,292902,0
2007,30052,290,309555,188041,0
2009,30052,290,127238,135767,0
2011,30052,290,119262,21360,0
2013,30052,290,128509,81065,0
2015,30052,290,252180,197777,0
2017,30052,290,145124,227006,0
2019,30052,290,433316,154295,0
2021,30052,290,260285,322508,0
2007,30052,300,121407,220635,0
2009,30052,300,127927,181588,0
2011,30052,300,97976,76933,0
2013,30052,300,158718,60955,0
2015,30052,300,80490,185664,0
2017,30052,300,210434,45090,0
2019,30052,300,227389,39465,0
2021,30052,300,243007,95673,0
2007,30052,310,193420,234034,0
2009,30052,310,190342,205415,0
2011,30052,310,74265,118919,0
2013,30052,310,110975,208775,0
2015,30052,310,160892,151438,0
2017,30052,310,148197,155099,0
2019,30052,310,149890,68416,0
2021,30052,310,245577,241821,0
2007,30052,320,171547,222031,0
2009,30052,320,139512,134064,0
2011,30052,320,71818,77755,0
2013,30052,320,303264,173970,0
2015,30052,320,194556,262634,0
2017,30052,320,72115,152150,0
2019,30052,320,109254,172872,0
2021,30052,320,162917,203079,20366
2007,30052,330,139131,228757,0
2009,30052,330,108823,136716,0
2011,30052,330,220070,132807,0
2013,30052,330,65152,171397,0
2015,30052,330,192892,153436,0
2017,30052,330,169237,155731,0
2019,30052,330,271820,190339,0
2021,30052,330,180287,201403,0
2007,30052,340,235852,236083,0
2009,30052,340,149436,116100,0
2011,30052,340,52687,167665,0
2013,30052,340,83174,245725,0
2015,30052,340,294529,313730,0
2017,30052,340,190945,300996,0
2019,30052,340,168792,433361,0
2021,30052,340,237346,210847,18023
2007,30052,350,108905,195756,0
2009,30052,350,122107,141864,0
2011,30052,350,173487,45451,0
2013,30052,350,159905,159875,0
2015,30052,350,231814,213580,0
2017,30052,350,251124,244424,0
2019,30052,350,296978,170836,0
2021,30052,350,148632,212061,0
2007,30052,360,258861,319100,0
2009,30052,360,176345,130163,22935
2011,30052,360,88978,137376,0
2013,30052,360,230275,160115,0
2015,30052,360,194832,165985,0
2017,30052,360,282065,290187,0
2019,30052,360,277306,153139,0
2021,30052,360,125686,239540,0
2007,30052,370,204071,286197,0
2009,30052,370,147323,160103,0
2011,30052,370,159295,122027,0
2013,30052,370,211348,126101,0
2015,30052,370,148190,170804,0
2017,30052,370,241949,191321,0
2019,30052,370,474892,363720,0
2021,30052,370,217103,224507,0
2007,30052,380,600007,411559,0
2009,30052,380,278617,247132,0
2011,30052,380,257028,233972,0
2013,30052,380,176887,88215,0
2015,30052,380,160988,244960,0
2017,30052,380,320105,236106,0
2019,30052,380,266860,503402,0
2021,30052,380,304737,203692,0
2007,30052,390,689417,691904,0
2009,30052,390,185145,225140,0
2011,30052,390,188066,154440,0
2013,30052,390,133783,220869,0
2015,30052,390,223587,231937,0
2017,30052,390,399625,421799,0
2019,30052,390,590932,1360193,0
2021,30052,390,221364,286275,0
2007,30052,400,660904,787186,0
2009,30052,400,203005,362771,0
2011,30052,400,286541,282136,0
2013,30052,400,191499,182949,0
2015,30052,400,236297,181032,0
2017,30052,400,504719,117991,0
2019,30052,400,1665781,908149,0
2021,30052,400,173263,293909,0
2007,30052,410,957570,908930,0
2009,30052,410,374547,247569,0
2011,30052,410,382878,179427,0
2013,30052,410,145173,188816,0
2015,30052,410,271448,217317,0
2017,30052,410,259070,364599,0
2019,30052,410,1364568,1352231,0
2021,30052,410,186348,201017,43685
2007,30052,420,1031838,848238,0
2009,30052,420,473742,532057,0
2011,30052,420,640350,451202,0
2013,30052,420,320730,278826,0
2015,30052,420,113371,181086,0
2017,30052,420,366877,285769,0
2019,30052,420,2497507,2410318,0
2021,30052,420,241849,283914,0
2007,30052,430,1194208,1697305,0
2009,30052,430,496366,396681,0
2011,30052,430,616284,417211,0
2013,30052,430,325442,270564,0
2015,30052,430,335496,145826,0
2017,30052,430,320848,200696,0
2019,30052,430,2156717,2015068,0
2021,30052,430,136589,313234,31164
2007,30052,440,1443813,1596567,0
2009,30052,440,695416,634542,0
2011,30052,440,586115,584518,0
2013,30052,440,274689,119100,0
2015,30052,440,210334,196772,0
2017,30052,440,291049,261100,0
2019,30052,440,1708672,1732669,0
2021,30052,440,204656,158366,0
2007,30052,450,1091064,1070798,0
2009,30052,450,590535,609665,0
2011,30052,450,595317,535501,0
2013,30052,450,282990,247297,0
2015,30052,450,170657,108443,0
2017,30052,450,153883,210727,0
2019,30052,450,1414648,1425763,0
2021,30052,450,117048,223170,0
2007,30052,460,900474,878415,0
2009,30052,460,729209,605874,0
2011,30052,460,509261,444435,0
2013,30052,460,172297,367596,0
2015,30052,460,127542,124149,0
2017,30052,460,270436,245042,0
2019,30052,460,612332,1276637,0
2021,30052,460,202646,95835,0
2007,30052,470,683194,929155,0
2009,30052,470,502355,480096,0
2011,30052,470,329311,385605,0
2013,30052,470,243480,200056,0
2015,30052,470,130922,140391,0
2017,30052,470,241526,201073,0
2019,30052,470,298674,493581,0
2021,30052,470,18987,38027,0
2007,30052,480,511419,583508,0
2009,30052,480,400645,365805,0
2011,30052,480,517521,321889,0
2013,30052,480,141839,189993,0
2015,30052,480,88911,57644,0
2017,30052,480,173352,162228,0
2019,30052,480,284540,262272,0
2021,30052,480,17278,75497,0
2007,30052,490,242109,352255,0
2009,30052,490,189745,322077,0
2011,30052,490,152095,216467,0
2013,30052,490,100683,130708,0
2015,30052,490,212291,47222,0
2017,30052,490,153777,101447,0
2019,30052,490,152052,80790,0
2021,30052,490,62949,72638,0
2007,30052,500,245617,409853,0
2009,30052,500,185172,184118,0
2011,30052,500,115453,86009,0
2013,30052,500,169672,75450,0
2015,30052,500,83660,40480,0
2017,30052,500,141956,56079,0
2019,30052,500,149067,177004,0
2021,30052,500,0,7343,0
2007,30052,510,153165,163955,0
2009,30052,510,186043,129725,0
2011,30052,510,52387,100835,0
2013,30052,510,46990,48653,0
2015,30052,510,56954,17635,0
2017,30052,510,97550,27204,0
2019,30052,510,47706,65944,0
2021,30052,510,42769,0,0
2007,30052,520,122575,97001,0
2009,30052,520,187272,107506,0
2011,30052,520,85328,21123,0
2013,30052,520,12224,85887,0
2015,30052,520,9765,9540,0
2017,30052,520,24186,44149,0
2019,30052,520,32779,32316,0
2021,30052,520,0,24387,0
2007,30052,530,60086,63614,0
2009,30052,530,38951,36427,0
2011,30052,530,65531,0,0
2013,30052,530,36010,22348,0
2015,30052,530,28929,0,0
2017,30052,530,12681,12681,0
2019,30052,530,32316,46029,0
2021,30052,530,0,22965,0
2007,30052,540,49471,109381,0
2009,30052,540,6525,15779,0
2011,30052,540,0,46150,0
2013,30052,540,11174,24203,0
2015,30052,540,0,8095,0
2017,30052,540,0,20278,0
2019,30052,540,16158,16158,0
2021,30052,540,30553,0,0
2007,30052,550,22941,32255,0
2009,30052,550,27934,18317,0
2011,30052,550,23075,34500,0
2013,30052,550,12224,22348,0
2015,30052,550,31546,9988,0
2017,30052,550,0,5356,0
2019,30052,550,8471,16158,0
2021,30052,550,0,0,0
2007,30052,560,57149,5685,0
2009,30052,560,11896,0,0
2011,30052,560,0,0,0
2013,30052,560,0,23398,0
2015,30052,560,0,0,0
2017,30052,560,0,0,0
2019,30052,560,0,8471,0
2021,30052,560,7651,0,0
2007,30052,570,5798,13320,0
2009,30052,570,0,0,0
2011,30052,570,0,21769,0
2013,30052,570,0,27424,0
2015,30052,570,31546,0,0
2017,30052,570,0,0,0
2019,30052,570,0,0,0
2021,30052,570,0,0,0
2007,30052,590,0,5685,0
2009,30052,590,0,0,0
2011,30052,590,0,0,0
2013,30052,590,0,0,0
2015,30052,590,0,0,0
2017,30052,590,0,0,0
2019,30052,590,0,0,0
2021,30052,590,0,0,0
2007,30052,600,0,0,0
2009,30052,600,0,9339,0
2011,30052,600,0,0,0
2013,30052,600,0,0,0
2015,30052,600,0,0,0
2017,30052,600,0,0,0
2019,30052,600,0,0,0
2021,30052,600,0,0,0
2007,30052,610,0,0,0
2009,30052,610,0,0,0
2011,30052,610,0,10781,0
2013,30052,610,0,0,0
2015,30052,610,16098,0,0
2017,30052,610,0,0,0
2019,30052,610,0,0,0
2021,30052,610,0,0,0
2007,30052,630,0,0,0
2009,30052,630,0,0,0
2011,30052,630,0,0,0
2013,30052,630,0,0,0
2015,30052,630,0,4689,0
2017,30052,630,0,0,0
2019,30052,630,0,0,0
2021,30052,630,0,0,0
2007,30052,640,0,0,0
2009,30052,640,0,0,0
2011,30052,640,0,0,0
2013,30052,640,0,0,0
2015,30052,640,0,0,0
2017,30052,640,0,0,0
2019,30052,640,15917,0,0
2021,30052,640,0,0,0
2007,30052,680,0,0,0
2009,30052,680,0,0,0
2011,30052,680,0,0,0
2013,30052,680,0,0,0
2015,30052,680,0,0,0
2017,30052,680,0,5356,0
2019,30052,680,0,0,0
2021,30052,680,0,0,0
