sim,year,species_code,ess,value,in_out
11,2007,REBS,ess_f,466.63148786263724,in
11,2009,REBS,ess_f,895.0672344665419,in
11,2011,REBS,ess_f,287.816766758026,in
11,2013,REBS,ess_f,218.30725476108304,in
11,2015,REBS,ess_f,422.49685415166664,in
11,2017,REBS,ess_f,288.4911209197867,in
11,2019,REBS,ess_f,48.44354360329332,in
11,2021,REBS,ess_f,209.401344245805,in
11,1984,REBS,ess_m,352.3302640984034,in
11,1987,REBS,ess_m,250.30804244704657,in
11,1990,REBS,ess_m,483.1663107404489,in
11,1993,REBS,ess_m,1118.8361268754659,in
11,1996,REBS,ess_m,377.5266993120633,in
11,1999,REBS,ess_m,737.8947963204031,in
11,2001,REBS,ess_m,212.12527560520223,in
11,2003,REBS,ess_m,432.18831773192625,in
11,2005,REBS,ess_m,448.8043983137693,in
11,2007,REBS,ess_m,312.9576263642948,in
11,2009,REBS,ess_m,752.4276187650164,in
11,2011,REBS,ess_m,369.4569217248554,in
11,2013,REBS,ess_m,251.3716475790817,in
11,2015,REBS,ess_m,388.01510660872185,in
11,2017,REBS,ess_m,310.35197648220753,in
11,2019,REBS,ess_m,59.87272581770579,in
11,2021,REBS,ess_m,240.11852953014224,in
11,1984,REBS,ess_t,304.21353013732863,in
11,1987,REBS,ess_t,299.86190794740105,in
11,1990,REBS,ess_t,788.5337869368099,in
11,1993,REBS,ess_t,1309.434359682356,in
11,1996,REBS,ess_t,481.70408696455814,in
11,1999,REBS,ess_t,1388.9334286505275,in
11,2001,REBS,ess_t,429.7766946413464,in
11,2003,REBS,ess_t,931.3662074016378,in
11,2005,REBS,ess_t,778.2042896936312,in
11,2007,REBS,ess_t,576.331236341455,in
11,2009,REBS,ess_t,1426.5121600338673,in
11,2011,REBS,ess_t,450.49824797944444,in
11,2013,REBS,ess_t,374.3841041838971,in
11,2015,REBS,ess_t,782.0483789553764,in
11,2017,REBS,ess_t,489.60341428534446,in
11,2019,REBS,ess_t,64.39879162946708,in
11,2021,REBS,ess_t,430.8050485817612,in
12,1984,REBS,ess_f,208.0218172734393,in
12,1987,REBS,ess_f,334.9578641963474,in
12,1990,REBS,ess_f,560.4111721165636,in
12,1993,REBS,ess_f,1123.7776131242824,in
12,1996,REBS,ess_f,837.7408558674181,in
12,1999,REBS,ess_f,709.0709607147375,in
12,2001,REBS,ess_f,219.47143845729136,in
12,2003,REBS,ess_f,930.5225961622976,in
12,2005,REBS,ess_f,595.8268981462452,in
12,2007,REBS,ess_f,715.1700166684753,in
12,2009,REBS,ess_f,800.0379498317942,in
12,2011,REBS,ess_f,218.87863912671185,in
12,2013,REBS,ess_f,408.76100623960343,in
12,2015,REBS,ess_f,288.3676894814779,in
12,2017,REBS,ess_f,186.47181226561221,in
12,2019,REBS,ess_f,224.42158119097422,in
12,2021,REBS,ess_f,462.27589795922654,in
12,1984,REBS,ess_m,218.42644555979726,in
12,1987,REBS,ess_m,449.5634453175195,in
12,1990,REBS,ess_m,284.9540743932642,in
