year,species_code,species_name,surv,type,hls,nss
1999,20510,sablefish,GOA,male,360,3288
1999,21720,Pacific cod,EBS_SHELF,male,332,5587
1999,21720,Pacific cod,GOA,male,390,4183
1999,21740,walleye pollock,EBS_SHELF,male,356,41604
1999,21740,walleye pollock,GOA,male,489,11084
1999,30050,REBS rockfish complex,GOA,male,205,1960
1999,30060,Pacific ocean perch,GOA,male,270,6511
1999,30150,Dusky rockfish,GOA,male,68,663
1999,30420,northern rockfish,GOA,male,105,1984
2000,10110,arrowtooth flounder,AI,male,297,5028
2000,10110,arrowtooth flounder,EBS_SHELF,male,133,2410
2000,10112,Kamchatka flounder,AI,male,173,1888
2000,10112,Kamchatka flounder,EBS_SHELF,male,92,597
2000,10115,Greenland turbot,EBS_SHELF,male,36,100
2000,10130,flathead sole,EBS_SHELF,male,240,7664
2000,10210,yellowfin sole,EBS_SHELF,male,239,12075
2000,10261,northern rock sole,EBS_SHELF,male,344,17200
2000,10285,Alaska plaice,EBS_SHELF,male,203,4973
2000,21720,Pacific cod,AI,male,267,3145
2000,21720,Pacific cod,EBS_SHELF,male,351,6028
2000,21740,walleye pollock,AI,male,217,4907
2000,21740,walleye pollock,EBS_SHELF,male,344,53007
2000,21921,Atka mackerel,AI,male,107,3332
2000,30050,REBS rockfish complex,AI,male,103,816
2000,30060,Pacific ocean perch,AI,male,241,12275
2000,30420,northern rockfish,AI,male,110,3042
2001,10110,arrowtooth flounder,EBS_SHELF,male,157,2430
2001,10110,arrowtooth flounder,GOA,male,402,10486
2001,10112,Kamchatka flounder,EBS_SHELF,male,100,530
2001,10115,Greenland turbot,EBS_SHELF,male,32,125
2001,10130,flathead sole,EBS_SHELF,male,268,8282
2001,10130,flathead sole,GOA,male,212,5941
2001,10180,Dover sole,GOA,male,131,988
2001,10200,rex sole,GOA,male,236,3874
2001,10210,yellowfin sole,EBS_SHELF,male,268,11495
2001,10261,northern rock sole,EBS_SHELF,male,350,16440
2001,10261,northern rock sole,GOA,male,164,2169
2001,10262,southern rock sole,GOA,male,170,1973
2001,10285,Alaska plaice,EBS_SHELF,male,237,6162
2001,20510,sablefish,GOA,male,168,2173
2001,21720,Pacific cod,EBS_SHELF,male,367,9642
2001,21720,Pacific cod,GOA,male,256,3442
2001,21740,walleye pollock,EBS_SHELF,male,362,51206
2001,21740,walleye pollock,GOA,male,237,9358
2001,30050,REBS rockfish complex,GOA,male,97,1073
2001,30060,Pacific ocean perch,GOA,male,169,4922
2001,30150,Dusky rockfish,GOA,male,58,640
2001,30420,northern rockfish,GOA,male,100,2160
2002,10110,arrowtooth flounder,AI,male,277,4431
2002,10110,arrowtooth flounder,EBS_SHELF,male,155,2007
2002,10110,arrowtooth flounder,EBS_SLOPE,male,57,790
2002,10112,Kamchatka flounder,AI,male,149,1482
2002,10112,Kamchatka flounder,EBS_SHELF,male,93,511
2002,10112,Kamchatka flounder,EBS_SLOPE,male,95,799
2002,10115,Greenland turbot,EBS_SHELF,male,41,190
2002,10115,Greenland turbot,EBS_SLOPE,male,87,693
2002,10130,flathead sole,EBS_SHELF,male,256,8385
2002,10210,yellowfin sole,EBS_SHELF,male,232,13056
2002,10261,northern rock sole,EBS_SHELF,male,314,14199
2002,10285,Alaska plaice,EBS_SHELF,male,195,4296
2002,21720,Pacific cod,AI,male,232,2520
2002,21720,Pacific cod,EBS_SHELF,male,356,6135
2002,21740,walleye pollock,AI,male,225,5845
2002,21740,walleye pollock,EBS_SHELF,male,346,65303
2002,21921,Atka mackerel,AI,male,203,8391
2002,30050,REBS rockfish complex,AI,male,83,662
2002,30060,Pacific ocean perch,AI,male,225,11788
2002,30060,Pacific ocean perch,EBS_SLOPE,male,46,1127
2002,30420,northern rockfish,AI,male,124,3780
2003,10110,arrowtooth flounder,EBS_SHELF,male,214,4165
2003,10110,arrowtooth flounder,GOA,male,709,23023
2003,10112,Kamchatka flounder,EBS_SHELF,male,132,826
2003,10115,Greenland turbot,EBS_SHELF,male,52,276
2003,10130,flathead sole,EBS_SHELF,male,257,9000
2003,10130,flathead sole,GOA,male,390,12492
2003,10180,Dover sole,GOA,male,324,3832
2003,10200,rex sole,GOA,male,445,9063
2003,10210,yellowfin sole,EBS_SHELF,male,231,12382
2003,10261,northern rock sole,EBS_SHELF,male,300,15344
2003,10261,northern rock sole,GOA,male,249,4548
2003,10262,southern rock sole,GOA,male,256,4189
2003,10285,Alaska plaice,EBS_SHELF,male,199,4114
2003,20510,sablefish,GOA,male,292,3140
2003,21720,Pacific cod,EBS_SHELF,male,361,6196
2003,21720,Pacific cod,GOA,male,438,4576
2003,21740,walleye pollock,EBS_SHELF,male,351,24985
2003,21740,walleye pollock,GOA,male,442,10717
2003,30050,REBS rockfish complex,GOA,male,174,1543
2003,30060,Pacific ocean perch,GOA,male,275,9517
2003,30150,Dusky rockfish,GOA,male,82,882
2003,30420,northern rockfish,GOA,male,105,1466
2004,10110,arrowtooth flounder,AI,male,258,4221
2004,10110,arrowtooth flounder,EBS_SHELF,male,213,3866
2004,10110,arrowtooth flounder,EBS_SLOPE,male,101,1604
2004,10112,Kamchatka flounder,AI,male,196,2143
2004,10112,Kamchatka flounder,EBS_SHELF,male,132,1576
2004,10112,Kamchatka flounder,EBS_SLOPE,male,159,1797
2004,10115,Greenland turbot,EBS_SHELF,male,49,361
2004,10115,Greenland turbot,EBS_SLOPE,male,120,1008
2004,10130,flathead sole,EBS_SHELF,male,256,9156
2004,10210,yellowfin sole,EBS_SHELF,male,240,11916
2004,10261,northern rock sole,EBS_SHELF,male,315,15998
2004,10285,Alaska plaice,EBS_SHELF,male,212,4346
2004,21720,Pacific cod,AI,male,232,2609
2004,21720,Pacific cod,EBS_SHELF,male,360,5602
2004,21740,walleye pollock,AI,male,198,3897
2004,21740,walleye pollock,EBS_SHELF,male,364,44502
2004,21921,Atka mackerel,AI,male,232,9183
2004,30050,REBS rockfish complex,AI,male,93,688
2004,30060,Pacific ocean perch,AI,male,237,14615
2004,30060,Pacific ocean perch,EBS_SLOPE,male,90,2366
2004,30420,northern rockfish,AI,male,165,4114
2005,10110,arrowtooth flounder,EBS_SHELF,male,239,4219
2005,10110,arrowtooth flounder,GOA,male,721,19682
2005,10112,Kamchatka flounder,EBS_SHELF,male,161,1741
2005,10115,Greenland turbot,EBS_SHELF,male,48,226
2005,10130,flathead sole,EBS_SHELF,male,274,8527
2005,10130,flathead sole,GOA,male,374,10922
2005,10180,Dover sole,GOA,male,358,4268
2005,10200,rex sole,GOA,male,462,9806
2005,10210,yellowfin sole,EBS_SHELF,male,250,9617
2005,10261,northern rock sole,EBS_SHELF,male,323,16263
2005,10261,northern rock sole,GOA,male,199,3615
2005,10262,southern rock sole,GOA,male,238,3292
2005,10285,Alaska plaice,EBS_SHELF,male,234,5631
2005,20510,sablefish,GOA,male,320,3899
2005,21720,Pacific cod,EBS_SHELF,male,369,6269
2005,21720,Pacific cod,GOA,male,405,3339
2005,21740,walleye pollock,EBS_SHELF,male,371,17274
2005,21740,walleye pollock,GOA,male,412,9117
2005,30050,REBS rockfish complex,GOA,male,204,1881
2005,30060,Pacific ocean perch,GOA,male,336,13209
2005,30150,Dusky rockfish,GOA,male,110,1619
2005,30420,northern rockfish,GOA,male,119,2168
2006,10110,arrowtooth flounder,AI,male,227,3220
2006,10110,arrowtooth flounder,EBS_SHELF,male,181,3922
2006,10112,Kamchatka flounder,AI,male,176,2019
2006,10112,Kamchatka flounder,EBS_SHELF,male,129,2143
2006,10115,Greenland turbot,EBS_SHELF,male,45,185
2006,10130,flathead sole,EBS_SHELF,male,273,9455
2006,10210,yellowfin sole,EBS_SHELF,male,279,13084
2006,10261,northern rock sole,EBS_SHELF,male,326,20007
2006,10285,Alaska plaice,EBS_SHELF,male,257,7189
2006,21720,Pacific cod,AI,male,209,1782
2006,21720,Pacific cod,EBS_SHELF,male,361,5956
2006,21740,walleye pollock,AI,male,178,2810
2006,21740,walleye pollock,EBS_SHELF,male,343,13271
2006,21921,Atka mackerel,AI,male,171,5159
2006,30050,REBS rockfish complex,AI,male,85,634
2006,30060,Pacific ocean perch,AI,male,208,10980
2006,30420,northern rockfish,AI,male,134,3377
2007,10110,arrowtooth flounder,EBS_SHELF,male,146,3102
2007,10110,arrowtooth flounder,GOA,male,666,19944
2007,10112,Kamchatka flounder,EBS_SHELF,male,118,1437
2007,10115,Greenland turbot,EBS_SHELF,male,48,216
2007,10130,flathead sole,EBS_SHELF,male,267,7836
2007,10130,flathead sole,GOA,male,367,11864
2007,10180,Dover sole,GOA,male,334,3464
2007,10200,rex sole,GOA,male,437,8559
2007,10210,yellowfin sole,EBS_SHELF,male,249,11519
2007,10261,northern rock sole,EBS_SHELF,male,331,17400
2007,10261,northern rock sole,GOA,male,224,4376
2007,10262,southern rock sole,GOA,male,250,4128
2007,10285,Alaska plaice,EBS_SHELF,male,238,6213
2007,20510,sablefish,GOA,male,270,3580
2007,21720,Pacific cod,EBS_SHELF,male,368,5581
2007,21720,Pacific cod,GOA,male,417,4534
2007,21740,walleye pollock,EBS_SHELF,male,284,9177
2007,21740,walleye pollock,GOA,male,462,9856
2007,30050,REBS rockfish complex,GOA,male,180,2040
2007,30060,Pacific ocean perch,GOA,male,288,10760
2007,30150,Dusky rockfish,GOA,male,94,810
2007,30420,northern rockfish,GOA,male,122,2205
2008,10110,arrowtooth flounder,EBS_SHELF,male,170,3688
2008,10110,arrowtooth flounder,EBS_SLOPE,male,90,1426
2008,10112,Kamchatka flounder,EBS_SHELF,male,151,1427
2008,10112,Kamchatka flounder,EBS_SLOPE,male,152,2326
2008,10115,Greenland turbot,EBS_SHELF,male,51,169
2008,10115,Greenland turbot,EBS_SLOPE,male,106,866
2008,10130,flathead sole,EBS_SHELF,male,253,8275
2008,10210,yellowfin sole,EBS_SHELF,male,247,12307
2008,10261,northern rock sole,EBS_SHELF,male,314,17798
2008,10285,Alaska plaice,EBS_SHELF,male,223,7168
2008,21720,Pacific cod,EBS_SHELF,male,339,6835
2008,21740,walleye pollock,EBS_SHELF,male,284,9453
2008,30060,Pacific ocean perch,EBS_SLOPE,male,67,1543
2009,10110,arrowtooth flounder,EBS_SHELF,male,130,2616
2009,10110,arrowtooth flounder,GOA,male,692,20051
2009,10112,Kamchatka flounder,EBS_SHELF,male,120,962
2009,10115,Greenland turbot,EBS_SHELF,male,60,262
2009,10130,flathead sole,EBS_SHELF,male,227,6886
2009,10130,flathead sole,GOA,male,388,10414
2009,10180,Dover sole,GOA,male,332,3718
2009,10200,rex sole,GOA,male,470,9941
2009,10210,yellowfin sole,EBS_SHELF,male,229,10589
2009,10261,northern rock sole,EBS_SHELF,male,308,14781
2009,10261,northern rock sole,GOA,male,221,4000
2009,10262,southern rock sole,GOA,male,250,3941
2009,10285,Alaska plaice,EBS_SHELF,male,205,7411
2009,20510,sablefish,GOA,male,263,3241
2009,21720,Pacific cod,EBS_SHELF,male,360,7653
2009,21720,Pacific cod,GOA,male,502,8572
2009,21740,walleye pollock,EBS_SHELF,male,252,8303
2009,21740,walleye pollock,GOA,male,467,12163
2009,30050,REBS rockfish complex,GOA,male,191,2104
2009,30060,Pacific ocean perch,GOA,male,345,13001
2009,30150,Dusky rockfish,GOA,male,88,1049
2009,30420,northern rockfish,GOA,male,108,1585
2010,10110,arrowtooth flounder,AI,male,257,3787
2010,10110,arrowtooth flounder,EBS_SHELF,male,151,2645
2010,10110,arrowtooth flounder,EBS_SLOPE,male,92,1349
2010,10112,Kamchatka flounder,AI,male,174,1817
2010,10112,Kamchatka flounder,EBS_SHELF,male,148,1674
2010,10112,Kamchatka flounder,EBS_SLOPE,male,161,2931
2010,10115,Greenland turbot,EBS_SHELF,male,108,1040
2010,10115,Greenland turbot,EBS_SLOPE,male,128,1032
2010,10130,flathead sole,EBS_SHELF,male,234,6286
2010,10210,yellowfin sole,EBS_SHELF,male,231,9290
2010,10261,northern rock sole,EBS_SHELF,male,278,10684
2010,10285,Alaska plaice,EBS_SHELF,male,197,6192
2010,21720,Pacific cod,AI,male,241,2327
2010,21720,Pacific cod,EBS_SHELF,male,343,7136
2010,21740,walleye pollock,AI,male,185,5184
2010,21740,walleye pollock,EBS_SHELF,male,278,9544
2010,21921,Atka mackerel,AI,male,203,6173
2010,30050,REBS rockfish complex,AI,male,66,517
2010,30060,Pacific ocean perch,AI,male,230,13633
2010,30060,Pacific ocean perch,EBS_SLOPE,male,81,1936
2010,30420,northern rockfish,AI,male,163,4380
2011,10110,arrowtooth flounder,EBS_SHELF,male,186,3083
2011,10110,arrowtooth flounder,GOA,male,561,15626
2011,10112,Kamchatka flounder,EBS_SHELF,male,158,1005
2011,10115,Greenland turbot,EBS_SHELF,male,134,1854
2011,10130,flathead sole,EBS_SHELF,male,250,6839
2011,10130,flathead sole,GOA,male,323,8286
2011,10180,Dover sole,GOA,male,236,2615
2011,10200,rex sole,GOA,male,328,6166
2011,10210,yellowfin sole,EBS_SHELF,male,220,9630
2011,10261,northern rock sole,EBS_SHELF,male,283,12641
2011,10261,northern rock sole,GOA,male,176,2270
2011,10262,southern rock sole,GOA,male,173,2161
2011,10285,Alaska plaice,EBS_SHELF,male,186,6312
2011,20510,sablefish,GOA,male,200,2074
2011,21720,Pacific cod,EBS_SHELF,male,373,9393
2011,21720,Pacific cod,GOA,male,412,6030
2011,21740,walleye pollock,EBS_SHELF,male,331,13779
2011,21740,walleye pollock,GOA,male,435,11288
2011,30050,REBS rockfish complex,GOA,male,138,1273
2011,30060,Pacific ocean perch,GOA,male,270,10502
2011,30150,Dusky rockfish,GOA,male,60,634
2011,30420,northern rockfish,GOA,male,66,1175
2012,10110,arrowtooth flounder,AI,male,261,3370
2012,10110,arrowtooth flounder,EBS_SHELF,male,136,2569
2012,10110,arrowtooth flounder,EBS_SLOPE,male,91,1131
2012,10112,Kamchatka flounder,AI,male,200,1794
2012,10112,Kamchatka flounder,EBS_SHELF,male,126,1435
2012,10112,Kamchatka flounder,EBS_SLOPE,male,138,1958
2012,10115,Greenland turbot,EBS_SHELF,male,99,1096
2012,10115,Greenland turbot,EBS_SLOPE,male,114,1348
2012,10130,flathead sole,EBS_SHELF,male,206,5662
2012,10210,yellowfin sole,EBS_SHELF,male,236,10131
2012,10261,northern rock sole,EBS_SHELF,male,272,10237
2012,10285,Alaska plaice,EBS_SHELF,male,200,5619
2012,21720,Pacific cod,AI,male,247,1961
2012,21720,Pacific cod,EBS_SHELF,male,401,10734
2012,21740,walleye pollock,AI,male,234,3290
2012,21740,walleye pollock,EBS_SHELF,male,321,15503
2012,21921,Atka mackerel,AI,male,166,3638
2012,30050,REBS rockfish complex,AI,male,87,680
2012,30060,Pacific ocean perch,AI,male,283,18720
2012,30060,Pacific ocean perch,EBS_SLOPE,male,64,1893
2012,30420,northern rockfish,AI,male,145,3629
2013,10110,arrowtooth flounder,EBS_SHELF,male,132,2178
2013,10110,arrowtooth flounder,GOA,male,428,10900
2013,10112,Kamchatka flounder,EBS_SHELF,male,136,1410
2013,10115,Greenland turbot,EBS_SHELF,male,82,609
2013,10130,flathead sole,EBS_SHELF,male,213,6609
2013,10130,flathead sole,GOA,male,247,7114
2013,10180,Dover sole,GOA,male,157,1705
2013,10200,rex sole,GOA,male,274,5437
2013,10210,yellowfin sole,EBS_SHELF,male,200,8767
2013,10261,northern rock sole,EBS_SHELF,male,262,10625
2013,10261,northern rock sole,GOA,male,144,1729
2013,10262,southern rock sole,GOA,male,154,2163
2013,10285,Alaska plaice,EBS_SHELF,male,166,5262
2013,20510,sablefish,GOA,male,112,1008
2013,21720,Pacific cod,EBS_SHELF,male,345,8937
2013,21720,Pacific cod,GOA,male,337,5205
2013,21740,walleye pollock,EBS_SHELF,male,322,14455
2013,21740,walleye pollock,GOA,male,390,12545
2013,30050,REBS rockfish complex,GOA,male,120,872
2013,30060,Pacific ocean perch,GOA,male,219,10958
2013,30150,Dusky rockfish,GOA,male,73,851
2013,30420,northern rockfish,GOA,male,66,1350
2014,10110,arrowtooth flounder,AI,male,246,4201
2014,10110,arrowtooth flounder,EBS_SHELF,male,161,1966
2014,10112,Kamchatka flounder,AI,male,199,1800
2014,10112,Kamchatka flounder,EBS_SHELF,male,151,1307
2014,10115,Greenland turbot,EBS_SHELF,male,85,484
2014,10130,flathead sole,EBS_SHELF,male,233,5920
2014,10210,yellowfin sole,EBS_SHELF,male,195,7815
2014,10261,northern rock sole,EBS_SHELF,male,240,8953
2014,10285,Alaska plaice,EBS_SHELF,male,164,3498
2014,21720,Pacific cod,AI,male,259,2463
2014,21720,Pacific cod,EBS_SHELF,male,368,8050
2014,21740,walleye pollock,AI,male,235,5059
2014,21740,walleye pollock,EBS_SHELF,male,373,18626
2014,21921,Atka mackerel,AI,male,195,4703
2014,30050,REBS rockfish complex,AI,male,87,507
2014,30060,Pacific ocean perch,AI,male,281,17770
2014,30420,northern rockfish,AI,male,188,5172
2015,10110,arrowtooth flounder,EBS_SHELF,male,175,2719
2015,10110,arrowtooth flounder,GOA,male,637,20796
2015,10112,Kamchatka flounder,EBS_SHELF,male,164,1478
2015,10115,Greenland turbot,EBS_SHELF,male,56,328
2015,10130,flathead sole,EBS_SHELF,male,237,6834
2015,10130,flathead sole,GOA,male,361,10780
2015,10180,Dover sole,GOA,male,235,2175
2015,10200,rex sole,GOA,male,379,7510
2015,10210,yellowfin sole,EBS_SHELF,male,195,8238
2015,10261,northern rock sole,EBS_SHELF,male,249,9278
2015,10261,northern rock sole,GOA,male,167,2586
2015,10262,southern rock sole,GOA,male,190,2618
2015,10285,Alaska plaice,EBS_SHELF,male,166,2979
2015,20510,sablefish,GOA,male,242,2562
2015,21720,Pacific cod,EBS_SHELF,male,349,9584
2015,21720,Pacific cod,GOA,male,452,5520
2015,21740,walleye pollock,EBS_SHELF,male,409,27751
2015,21740,walleye pollock,GOA,male,520,12257
2015,30050,REBS rockfish complex,GOA,male,154,1335
2015,30060,Pacific ocean perch,GOA,male,322,13001
2015,30150,Dusky rockfish,GOA,male,83,843
2015,30420,northern rockfish,GOA,male,75,980
2016,10110,arrowtooth flounder,AI,male,271,3814
2016,10110,arrowtooth flounder,EBS_SHELF,male,257,4415
2016,10110,arrowtooth flounder,EBS_SLOPE,male,66,528
2016,10112,Kamchatka flounder,AI,male,226,2304
2016,10112,Kamchatka flounder,EBS_SHELF,male,209,1534
2016,10112,Kamchatka flounder,EBS_SLOPE,male,126,1676
2016,10115,Greenland turbot,EBS_SHELF,male,58,210
2016,10115,Greenland turbot,EBS_SLOPE,male,96,1155
2016,10130,flathead sole,EBS_SHELF,male,258,8483
2016,10210,yellowfin sole,EBS_SHELF,male,215,10282
2016,10261,northern rock sole,EBS_SHELF,male,236,8202
2016,10285,Alaska plaice,EBS_SHELF,male,194,2952
2016,21720,Pacific cod,AI,male,269,3407
2016,21720,Pacific cod,EBS_SHELF,male,369,8642
2016,21740,walleye pollock,AI,male,234,3882
2016,21740,walleye pollock,EBS_SHELF,male,371,23735
2016,21921,Atka mackerel,AI,male,127,2947
2016,30050,REBS rockfish complex,AI,male,86,803
2016,30060,Pacific ocean perch,AI,male,301,21151
2016,30060,Pacific ocean perch,EBS_SLOPE,male,56,1690
2016,30420,northern rockfish,AI,male,193,6070
2017,10110,arrowtooth flounder,EBS_SHELF,male,206,3308
2017,10110,arrowtooth flounder,GOA,male,450,12740
2017,10112,Kamchatka flounder,EBS_SHELF,male,159,1292
2017,10115,Greenland turbot,EBS_SHELF,male,44,139
2017,10130,flathead sole,EBS_SHELF,male,275,8994
2017,10130,flathead sole,GOA,male,263,8067
2017,10180,Dover sole,GOA,male,165,1478
2017,10200,rex sole,GOA,male,300,4996
2017,10210,yellowfin sole,EBS_SHELF,male,254,9481
2017,10261,northern rock sole,EBS_SHELF,male,290,10631
2017,10261,northern rock sole,GOA,male,119,1967
2017,10262,southern rock sole,GOA,male,135,1816
2017,10285,Alaska plaice,EBS_SHELF,male,218,4229
2017,20510,sablefish,GOA,male,256,2475
2017,21720,Pacific cod,EBS_SHELF,male,379,5836
2017,21720,Pacific cod,GOA,male,217,1231
2017,21740,walleye pollock,EBS_SHELF,male,379,23017
2017,21740,walleye pollock,GOA,male,330,4591
2017,30050,REBS rockfish complex,GOA,male,123,1104
2017,30060,Pacific ocean perch,GOA,male,258,10703
2017,30150,Dusky rockfish,GOA,male,70,882
2017,30420,northern rockfish,GOA,male,69,1160
2018,10110,arrowtooth flounder,AI,male,272,3935
2018,10110,arrowtooth flounder,EBS_SHELF,male,301,5631
2018,10112,Kamchatka flounder,AI,male,205,2074
2018,10112,Kamchatka flounder,EBS_SHELF,male,245,1340
2018,10115,Greenland turbot,EBS_SHELF,male,41,88
2018,10130,flathead sole,EBS_SHELF,male,315,11629
2018,10210,yellowfin sole,EBS_SHELF,male,284,11309
2018,10261,northern rock sole,EBS_SHELF,male,326,11348
2018,10285,Alaska plaice,EBS_SHELF,male,273,7033
2018,21720,Pacific cod,AI,male,297,3105
2018,21720,Pacific cod,EBS_SHELF,male,388,5585
2018,21740,walleye pollock,AI,male,256,4679
2018,21740,walleye pollock,EBS_SHELF,male,409,25262
2018,21921,Atka mackerel,AI,male,174,3442
2018,30050,REBS rockfish complex,AI,male,79,628
2018,30060,Pacific ocean perch,AI,male,276,18240
2018,30420,northern rockfish,AI,male,194,5798
2019,10110,arrowtooth flounder,EBS_SHELF,male,257,4659
2019,10110,arrowtooth flounder,GOA,male,482,14011
2019,10112,Kamchatka flounder,EBS_SHELF,male,169,959
2019,10115,Greenland turbot,EBS_SHELF,male,27,40
2019,10130,flathead sole,EBS_SHELF,male,304,9699
2019,10130,flathead sole,GOA,male,282,7388
2019,10180,Dover sole,GOA,male,219,1680
2019,10200,rex sole,GOA,male,344,6816
2019,10210,yellowfin sole,EBS_SHELF,male,249,9530
2019,10261,northern rock sole,EBS_SHELF,male,275,10374
2019,10261,northern rock sole,GOA,male,113,1533
2019,10262,southern rock sole,GOA,male,161,2329
2019,10285,Alaska plaice,EBS_SHELF,male,231,4370
2019,20510,sablefish,GOA,male,311,4465
2019,21720,Pacific cod,EBS_SHELF,male,355,4541
2019,21720,Pacific cod,GOA,male,258,1854
2019,21740,walleye pollock,EBS_SHELF,male,369,18613
2019,21740,walleye pollock,GOA,male,386,6206
2019,30050,REBS rockfish complex,GOA,male,114,1080
2019,30060,Pacific ocean perch,GOA,male,281,13575
2019,30150,Dusky rockfish,GOA,male,97,1186
2019,30420,northern rockfish,GOA,male,53,850
2021,10110,arrowtooth flounder,EBS_SHELF,male,280,5821
2021,10110,arrowtooth flounder,GOA,male,454,12868
2021,10112,Kamchatka flounder,EBS_SHELF,male,170,853
2021,10115,Greenland turbot,EBS_SHELF,male,14,20
2021,10130,flathead sole,EBS_SHELF,male,361,12652
2021,10130,flathead sole,GOA,male,276,7949
2021,10180,Dover sole,GOA,male,220,1765
2021,10200,rex sole,GOA,male,333,7920
2021,10210,yellowfin sole,EBS_SHELF,male,251,8763
2021,10261,northern rock sole,EBS_SHELF,male,345,12830
2021,10261,northern rock sole,GOA,male,101,1251
2021,10262,southern rock sole,GOA,male,162,3069
2021,10285,Alaska plaice,EBS_SHELF,male,260,4742
2021,20510,sablefish,GOA,male,276,4842
2021,21720,Pacific cod,EBS_SHELF,male,409,8139
2021,21720,Pacific cod,GOA,male,272,1935
2021,21740,walleye pollock,EBS_SHELF,male,416,26641
2021,21740,walleye pollock,GOA,male,381,9789
2021,30050,REBS rockfish complex,GOA,male,132,886
2021,30060,Pacific ocean perch,GOA,male,256,12250
2021,30150,Dusky rockfish,GOA,male,74,720
2021,30420,northern rockfish,GOA,male,47,1204
1980,10110,arrowtooth flounder,AI,total,307,13087
1980,10112,Kamchatka flounder,AI,total,5,36
1980,21720,Pacific cod,AI,total,212,9465
1980,21740,walleye pollock,AI,total,308,30237
1980,21921,Atka mackerel,AI,total,51,5544
1980,30050,REBS rockfish complex,AI,total,100,5449
1980,30060,Pacific ocean perch,AI,total,206,20796
1980,30420,northern rockfish,AI,total,45,3351
1982,10110,arrowtooth flounder,EBS_SHELF,total,105,3192
1982,10115,Greenland turbot,EBS_SHELF,total,85,1567
1982,10130,flathead sole,EBS_SHELF,total,275,11894
1982,10210,yellowfin sole,EBS_SHELF,total,465,37023
1982,10285,Alaska plaice,EBS_SHELF,total,300,14274
1982,21720,Pacific cod,EBS_SHELF,total,652,11376
1982,21740,walleye pollock,EBS_SHELF,total,725,44742
1983,10110,arrowtooth flounder,AI,total,327,6107
1983,10110,arrowtooth flounder,EBS_SHELF,total,170,6169
1983,10112,Kamchatka flounder,AI,total,2,87
1983,10112,Kamchatka flounder,EBS_SHELF,total,28,720
1983,10115,Greenland turbot,EBS_SHELF,total,102,951
1983,10130,flathead sole,EBS_SHELF,total,376,15857
1983,10210,yellowfin sole,EBS_SHELF,total,494,34447
1983,10285,Alaska plaice,EBS_SHELF,total,233,11624
1983,21720,Pacific cod,AI,total,368,10902
1983,21720,Pacific cod,EBS_SHELF,total,585,14489
1983,21740,walleye pollock,AI,total,350,28867
1983,21740,walleye pollock,EBS_SHELF,total,841,166564
1983,21921,Atka mackerel,AI,total,121,7543
1983,30050,REBS rockfish complex,AI,total,181,3914
1983,30060,Pacific ocean perch,AI,total,294,22873
1983,30420,northern rockfish,AI,total,140,6535
1984,10110,arrowtooth flounder,EBS_SHELF,total,193,6769
1984,10110,arrowtooth flounder,GOA,total,1104,51975
1984,10112,Kamchatka flounder,EBS_SHELF,total,53,741
1984,10115,Greenland turbot,EBS_SHELF,total,54,536
1984,10130,flathead sole,EBS_SHELF,total,372,16801
1984,10130,flathead sole,GOA,total,519,25513
1984,10180,Dover sole,GOA,total,489,11347
1984,10200,rex sole,GOA,total,536,17050
1984,10210,yellowfin sole,EBS_SHELF,total,576,38385
1984,10285,Alaska plaice,EBS_SHELF,total,310,14448
1984,20510,sablefish,GOA,total,667,18139
1984,21720,Pacific cod,EBS_SHELF,total,569,13733
1984,21720,Pacific cod,GOA,total,780,17401
1984,21740,walleye pollock,EBS_SHELF,total,789,54597
1984,21740,walleye pollock,GOA,total,561,26360
1984,30050,REBS rockfish complex,GOA,total,194,4701
1984,30060,Pacific ocean perch,GOA,total,382,24112
1984,30150,Dusky rockfish,GOA,total,97,2055
1984,30420,northern rockfish,GOA,total,102,4312
1985,10110,arrowtooth flounder,EBS_SHELF,total,224,6796
1985,10115,Greenland turbot,EBS_SHELF,total,96,685
1985,10130,flathead sole,EBS_SHELF,total,399,16218
1985,10210,yellowfin sole,EBS_SHELF,total,483,34170
1985,10285,Alaska plaice,EBS_SHELF,total,313,10989
1985,21720,Pacific cod,EBS_SHELF,total,706,17473
1985,21740,walleye pollock,EBS_SHELF,total,947,216606
1986,10110,arrowtooth flounder,AI,total,309,10291
1986,10110,arrowtooth flounder,EBS_SHELF,total,250,5812
1986,10115,Greenland turbot,EBS_SHELF,total,73,195
1986,10130,flathead sole,EBS_SHELF,total,507,13561
1986,10210,yellowfin sole,EBS_SHELF,total,466,30470
1986,10285,Alaska plaice,EBS_SHELF,total,416,12349
1986,21720,Pacific cod,AI,total,403,14828
1986,21720,Pacific cod,EBS_SHELF,total,723,15872
1986,21740,walleye pollock,AI,total,363,25400
1986,21740,walleye pollock,EBS_SHELF,total,909,137690
1986,21921,Atka mackerel,AI,total,62,4691
1986,30050,REBS rockfish complex,AI,total,122,4390
1986,30060,Pacific ocean perch,AI,total,225,14804
1986,30420,northern rockfish,AI,total,82,5881
1987,10110,arrowtooth flounder,EBS_SHELF,total,283,8114
1987,10110,arrowtooth flounder,GOA,total,1127,86043
1987,10112,Kamchatka flounder,EBS_SHELF,total,2,5
1987,10115,Greenland turbot,EBS_SHELF,total,71,377
1987,10130,flathead sole,EBS_SHELF,total,398,14029
1987,10130,flathead sole,GOA,total,515,39274
