survey,year,species_code,subarea,length,males,females,unsexed,total
BS,2019,21740,999999,450,464110092,284716428,0,748826520
BS,2019,21740,999999,460,519276695,382025484,0,901302179
BS,2019,21740,999999,470,434452292,398308370,0,832760662
BS,2019,21740,999999,480,382618971,383311976,0,765930947
BS,2019,21740,999999,490,285038472,365768570,0,650807042
BS,2019,21740,999999,500,194714607,295317603,0,490032210
BS,2019,21740,999999,510,140636225,222084757,0,362720982
BS,2019,21740,999999,520,92280430,155851188,30974,248162592
BS,2019,21740,999999,530,56747633,122917653,0,179665286
BS,2019,21740,999999,540,39308477,84106240,61948,123476665
BS,2019,21740,999999,550,22081298,54575593,61948,76718840
BS,2019,21740,999999,560,16609955,40278542,0,56888497
BS,2019,21740,999999,570,9089282,27321012,0,36410294
BS,2019,21740,999999,580,6842534,25079985,0,31922519
BS,2019,21740,999999,590,4545045,11976025,30974,16552045
BS,2019,21740,999999,600,4890302,6595820,0,11486122
BS,2019,21740,999999,610,1185097,4590581,30974,5806653
BS,2019,21740,999999,620,923619,1579411,0,2503030
BS,2019,21740,999999,630,931576,2044490,0,2976065
BS,2019,21740,999999,640,1290260,1408829,0,2699090
BS,2019,21740,999999,650,179492,1212180,0,1391671
BS,2019,21740,999999,660,125749,619077,0,744826
BS,2019,21740,999999,670,307856,126700,0,434556
BS,2019,21740,999999,680,0,561154,0,561154
BS,2019,21740,999999,690,212671,201889,0,414560
BS,2019,21740,999999,700,148747,61916,0,210663
BS,2019,21740,999999,710,28312,143317,0,171629
BS,2021,21740,999999,80,0,0,31474,31474
BS,2021,21740,999999,90,0,0,235685,235685
BS,2021,21740,999999,100,0,0,6345580,6345580
BS,2021,21740,999999,110,422437,541995,53994595,54959027
BS,2021,21740,999999,120,1836335,1447481,106728217,110012033
BS,2021,21740,999999,130,3532408,2598275,110158399,116289081
BS,2021,21740,999999,140,11705227,11014338,83156501,105876065
BS,2021,21740,999999,150,20895373,18823033,57103959,96822365
BS,2021,21740,999999,160,33564134,25139868,29297542,88001544
BS,2021,21740,999999,170,31876465,21804637,11005993,64687096
BS,2021,21740,999999,180,17390177,13296106,4825346,35511629
BS,2021,21740,999999,190,10276962,7833656,2354330,20464948
BS,2021,21740,999999,200,7477430,3701045,673737,11852212
BS,2021,21740,999999,210,15823543,9138090,301079,25262712
BS,2021,21740,999999,220,30196091,24868767,43368,55108226
BS,2021,21740,999999,230,47921519,31862967,81427,79865913
BS,2021,21740,999999,240,39292443,23629127,112337,63033907
BS,2021,21740,999999,250,42157345,26505222,178580,68841147
BS,2021,21740,999999,260,44511964,29505601,86562,74104127
BS,2021,21740,999999,270,54309708,37322934,258319,91890961
BS,2021,21740,999999,280,51543789,52171007,86562,103801358
BS,2021,21740,999999,290,61676926,52336538,85195,114098658
BS,2021,21740,999999,300,66438156,52910194,54285,119402635
BS,2021,21740,999999,310,60756322,52625149,55652,113437122
BS,2021,21740,999999,320,55194175,60433423,55045,115682644
BS,2021,21740,999999,330,50461625,49375760,167989,100005374
BS,2021,21740,999999,340,49968189,47496409,24135,97488733
BS,2021,21740,999999,350,55478311,49099090,55652,104633053
BS,2021,21740,999999,360,73332769,66880353,0,140213123
BS,2021,21740,999999,370,75411089,61243619,58052,136712760
BS,2021,21740,999999,380,77857231,64895559,27142,142779932
BS,2021,21740,999999,390,82187059,52009639,119872,134316571
BS,2021,21740,999999,400,70872573,54499756,587412,125959741
BS,2021,21740,999999,410,66272850,42602160,494682,109369693
BS,2021,21740,999999,420,63962998,41884906,1140907,106988811
BS,2021,21740,999999,430,79393918,49130851,1631821,130156590
BS,2021,21740,999999,440,94081224,61880905,879995,156842124
BS,2021,21740,999999,450,134787019,64348357,1401396,200536773
BS,2021,21740,999999,460,159881033,92122314,3492802,255496150
BS,2021,21740,999999,470,179237671,124159841,3617816,307015328
BS,2021,21740,999999,480,175838652,151673695,4117394,331629741
BS,2021,21740,999999,490,166184255,159188111,2982901,328355266
BS,2021,21740,999999,500,141261481,158157551,1585523,301004554
BS,2021,21740,999999,510,109477367,137870816,588783,247936965
BS,2021,21740,999999,520,70409670,119784424,808506,191002600
BS,2021,21740,999999,530,52632758,92013602,605772,145252132
BS,2021,21740,999999,540,34263927,68399718,586152,103249797
BS,2021,21740,999999,550,22309362,50042262,322999,72674623
BS,2021,21740,999999,560,18400966,37259569,224352,55884887
BS,2021,21740,999999,570,12822174,26824614,59420,39706208
BS,2021,21740,999999,580,8253771,19072558,28510,27354839
BS,2021,21740,999999,590,4866721,13082485,30910,17980116
BS,2021,21740,999999,600,3133358,9102336,89695,12325390
BS,2021,21740,999999,610,1656056,6547251,0,8203308
BS,2021,21740,999999,620,1174700,5344901,63285,6582887
BS,2021,21740,999999,630,1162455,4892651,0,6055106
BS,2021,21740,999999,640,906007,3269030,0,4175037
BS,2021,21740,999999,650,624338,1704844,30910,2360093
BS,2021,21740,999999,660,621004,1878747,0,2499750
BS,2021,21740,999999,670,344257,1368277,0,1712534
BS,2021,21740,999999,680,348516,411281,0,759797
BS,2021,21740,999999,690,152928,369422,0,522351
BS,2021,21740,999999,700,56324,377765,0,434089
BS,2021,21740,999999,710,136745,467033,0,603778
BS,2021,21740,999999,720,251128,533031,0,784159
BS,2021,21740,999999,730,0,135048,0,135048
BS,2021,21740,999999,740,0,28540,0,28540
BS,2021,21740,999999,750,0,62987,0,62987
BS,2021,21740,999999,760,0,65777,0,65777
BS,2021,21740,999999,790,0,85490,0,85490
BS,2021,21740,999999,820,0,121644,0,121644
