species_code,stratum,hauljoin,vessel,cruise,sex,length,age,year
10112,12,-9335,94,201201,1,330,6,2012
10112,12,-9335,94,201201,1,450,10,2012
10112,12,-9335,94,201201,1,390,NA,2012
10112,12,-9335,94,201201,1,370,4,2012
10112,12,-9335,94,201201,2,460,7,2012
10112,12,-9335,94,201201,2,450,10,2012
10112,12,-9335,94,201201,2,480,10,2012
10112,12,-9335,94,201201,2,460,12,2012
10112,12,-9335,94,201201,2,470,9,2012
10112,12,-9335,94,201201,2,410,9,2012
30060,12,-9335,94,201201,1,390,25,2012
30060,12,-9335,94,201201,2,420,36,2012
30060,12,-9335,94,201201,2,440,27,2012
30060,12,-9335,94,201201,2,360,13,2012
30060,12,-9335,94,201201,2,380,12,2012
10110,11,-9333,94,201201,2,600,11,2012
10110,11,-9333,94,201201,2,550,10,2012
10110,11,-9333,94,201201,2,530,9,2012
10110,11,-9333,94,201201,2,350,5,2012
10110,11,-9333,94,201201,2,710,13,2012
10110,11,-9333,94,201201,2,640,12,2012
10110,11,-9333,94,201201,2,340,5,2012
10110,11,-9333,94,201201,2,330,5,2012
10110,11,-9333,94,201201,2,520,9,2012
10110,11,-9333,94,201201,2,580,8,2012
10110,11,-9333,94,201201,1,330,4,2012
10110,11,-9333,94,201201,1,490,12,2012
10110,11,-9333,94,201201,1,370,6,2012
10110,11,-9333,94,201201,1,340,5,2012
10110,11,-9333,94,201201,1,320,4,2012
10115,12,-9336,94,201201,2,450,5,2012
10115,12,-9336,94,201201,2,730,26,2012
10115,12,-9336,94,201201,2,710,21,2012
10115,12,-9336,94,201201,2,620,15,2012
10115,12,-9336,94,201201,2,730,25,2012
10115,12,-9336,94,201201,2,690,15,2012
10115,12,-9336,94,201201,2,460,7,2012
10115,12,-9336,94,201201,2,700,23,2012
10110,11,-9337,94,201201,2,340,4,2012
10110,11,-9337,94,201201,2,710,14,2012
10110,11,-9337,94,201201,2,650,11,2012
10110,11,-9337,94,201201,2,470,9,2012
30060,11,-9337,94,201201,1,430,29,2012
30060,11,-9337,94,201201,2,450,30,2012
10110,12,-9340,94,201201,2,620,12,2012
10110,12,-9340,94,201201,1,500,11,2012
10115,12,-9340,94,201201,2,940,21,2012
10115,12,-9340,94,201201,1,610,15,2012
10112,11,-9341,94,201201,2,790,25,2012
10112,11,-9341,94,201201,2,700,28,2012
10112,11,-9341,94,201201,2,710,25,2012
10112,11,-9341,94,201201,2,730,11,2012
10112,11,-9341,94,201201,2,580,13,2012
10112,11,-9341,94,201201,2,500,9,2012
10112,11,-9341,94,201201,2,440,10,2012
10112,11,-9341,94,201201,1,420,13,2012
10112,11,-9341,94,201201,1,330,7,2012
10112,11,-9341,94,201201,1,400,8,2012
10112,11,-9341,94,201201,1,410,13,2012
10110,11,-9342,94,201201,1,240,4,2012
10110,11,-9342,94,201201,1,270,4,2012
10110,11,-9342,94,201201,1,310,4,2012
10110,11,-9342,94,201201,1,310,4,2012
10110,11,-9342,94,201201,2,660,12,2012
10110,11,-9342,94,201201,2,280,4,2012
10110,11,-9342,94,201201,2,310,5,2012
10110,11,-9342,94,201201,2,270,4,2012
10110,11,-9342,94,201201,2,340,5,2012
10110,11,-9342,94,201201,2,300,5,2012
10110,11,-9342,94,201201,2,330,5,2012
10110,11,-9342,94,201201,2,330,5,2012
10110,11,-9342,94,201201,2,290,5,2012
10110,11,-9342,94,201201,2,270,4,2012
10110,11,-9342,94,201201,2,250,4,2012
10110,11,-9343,94,201201,2,730,13,2012
10110,11,-9343,94,201201,2,740,13,2012
10110,11,-9343,94,201201,2,710,15,2012
10110,11,-9343,94,201201,2,280,4,2012
10110,11,-9343,94,201201,1,350,6,2012
10110,11,-9343,94,201201,1,300,4,2012
10110,11,-9343,94,201201,1,290,4,2012
30060,11,-9344,94,201201,2,420,19,2012
30060,11,-9344,94,201201,1,450,31,2012
30060,11,-9344,94,201201,1,440,28,2012
30060,11,-9344,94,201201,1,420,25,2012
30060,11,-9344,94,201201,1,430,29,2012
30060,11,-9344,94,201201,1,410,27,2012
30060,11,-9344,94,201201,1,410,20,2012
30060,11,-9344,94,201201,1,430,29,2012
10112,12,-9347,94,201201,1,580,30,2012
10112,12,-9347,94,201201,1,540,28,2012
10112,12,-9347,94,201201,1,570,26,2012
10112,12,-9347,94,201201,1,410,9,2012
10112,12,-9347,94,201201,1,590,25,2012
10112,12,-9347,94,201201,1,580,24,2012
10112,12,-9347,94,201201,1,560,26,2012
10112,12,-9347,94,201201,2,530,11,2012
10112,12,-9347,94,201201,2,550,11,2012
10112,12,-9347,94,201201,2,470,NA,2012
10112,12,-9347,94,201201,2,560,12,2012
10112,12,-9347,94,201201,2,540,11,2012
10112,12,-9348,94,201201,2,870,25,2012
10112,12,-9348,94,201201,2,690,25,2012
10112,12,-9348,94,201201,2,630,16,2012
10112,12,-9348,94,201201,2,450,11,2012
10112,12,-9348,94,201201,2,610,17,2012
10112,12,-9348,94,201201,2,670,17,2012
10112,12,-9348,94,201201,2,710,25,2012
10112,12,-9348,94,201201,2,680,25,2012
10112,12,-9348,94,201201,2,700,21,2012
10112,12,-9348,94,201201,2,600,16,2012
10112,12,-9349,94,201201,2,530,12,2012
10112,12,-9349,94,201201,2,540,10,2012
10112,12,-9349,94,201201,2,600,16,2012
10112,12,-9349,94,201201,1,530,19,2012
10112,12,-9349,94,201201,1,600,30,2012
10112,12,-9349,94,201201,1,530,16,2012
10112,12,-9349,94,201201,1,540,25,2012
10112,12,-9349,94,201201,1,590,32,2012
30060,11,-9350,94,201201,1,450,30,2012
30060,11,-9350,94,201201,1,430,23,2012
30060,11,-9350,94,201201,1,420,19,2012
30060,11,-9350,94,201201,1,420,24,2012
30060,11,-9350,94,201201,1,440,23,2012
30060,11,-9350,94,201201,1,440,27,2012
30060,11,-9350,94,201201,1,480,24,2012
30060,11,-9350,94,201201,2,450,33,2012
30060,11,-9350,94,201201,2,460,25,2012
10112,13,-9352,94,201201,2,450,10,2012
10112,13,-9352,94,201201,2,610,12,2012
10112,13,-9352,94,201201,2,570,12,2012
10112,13,-9352,94,201201,2,630,15,2012
10112,13,-9352,94,201201,2,580,15,2012
10112,13,-9352,94,201201,2,620,13,2012
10112,13,-9352,94,201201,2,710,29,2012
10115,13,-9352,94,201201,2,840,20,2012
10115,13,-9352,94,201201,2,690,12,2012
10115,13,-9352,94,201201,2,800,15,2012
10112,13,-9352,94,201201,2,690,27,2012
10112,13,-9352,94,201201,2,490,12,2012
10112,13,-9352,94,201201,2,570,13,2012
10112,13,-9352,94,201201,2,660,15,2012
10112,12,-9353,94,201201,2,480,11,2012
10112,12,-9353,94,201201,1,570,28,2012
10112,12,-9353,94,201201,1,550,19,2012
10112,12,-9353,94,201201,1,600,26,2012
10110,12,-9353,94,201201,1,520,8,2012
10110,12,-9353,94,201201,1,300,4,2012
10115,13,-9354,94,201201,2,830,26,2012
10115,13,-9354,94,201201,2,950,17,2012
10115,15,-9356,94,201201,2,810,19,2012
10115,15,-9356,94,201201,2,860,23,2012
10115,14,-9357,94,201201,2,800,15,2012
10112,14,-9357,94,201201,2,660,22,2012
10115,14,-9358,94,201201,2,750,14,2012
10115,14,-9358,94,201201,2,900,22,2012
10115,13,-9359,94,201201,2,780,14,2012
10115,13,-9359,94,201201,2,1010,24,2012
10115,14,-9361,94,201201,2,930,23,2012
10112,14,-9361,94,201201,2,690,26,2012
10112,14,-9361,94,201201,2,810,22,2012
10115,13,-9362,94,201201,2,740,17,2012
10112,14,-9366,94,201201,2,730,36,2012
10112,14,-9366,94,201201,2,670,24,2012
10112,14,-9366,94,201201,2,720,27,2012
10261,31,-15310,94,201601,2,320,15,2016
21720,31,-15310,94,201601,1,800,6,2016
21720,31,-15310,94,201601,1,340,2,2016
21720,31,-15310,94,201601,2,240,1,2016
21720,31,-15310,94,201601,2,700,5,2016
21740,31,-15310,94,201601,1,530,8,2016
21740,31,-15310,94,201601,1,520,7,2016
21740,31,-15310,94,201601,1,480,9,2016
21740,31,-15310,94,201601,1,410,5,2016
21740,31,-15310,94,201601,2,460,4,2016
21740,31,-15310,94,201601,2,550,10,2016
10130,31,-15310,94,201601,2,450,22,2016
10130,31,-15310,94,201601,2,350,10,2016
10130,31,-15310,94,201601,1,340,17,2016
10261,31,-15310,94,201601,2,270,7,2016
10261,31,-15310,94,201601,2,370,17,2016
10261,31,-15310,94,201601,2,330,14,2016
10261,31,-15310,94,201601,2,260,6,2016
10261,31,-15310,94,201601,2,340,15,2016
10261,31,-15310,94,201601,2,300,10,2016
10261,31,-15310,94,201601,2,230,6,2016
10261,31,-15310,94,201601,2,250,5,2016
10261,31,-15310,94,201601,2,380,14,2016
10261,31,-15310,94,201601,2,320,11,2016
10261,31,-15310,94,201601,2,230,5,2016
10261,31,-15310,94,201601,2,310,16,2016
10261,31,-15310,94,201601,2,220,6,2016
10261,31,-15310,94,201601,2,260,6,2016
10261,31,-15310,94,201601,2,290,13,2016
10261,31,-15310,94,201601,2,300,12,2016
10261,31,-15310,94,201601,2,240,5,2016
10261,31,-15310,94,201601,2,200,4,2016
10261,31,-15310,94,201601,2,270,8,2016
21720,31,-15312,94,201601,1,670,6,2016
21720,31,-15312,94,201601,1,520,NA,2016
21720,31,-15312,94,201601,1,440,4,2016
21720,31,-15312,94,201601,1,230,1,2016
21720,31,-15312,94,201601,2,410,3,2016
21720,31,-15312,94,201601,2,390,3,2016
21720,31,-15312,94,201601,2,370,2,2016
21720,31,-15312,94,201601,2,200,1,2016
21740,31,-15312,94,201601,1,520,8,2016
21740,31,-15312,94,201601,1,440,6,2016
21740,31,-15312,94,201601,1,520,8,2016
21740,31,-15312,94,201601,1,500,8,2016
10130,31,-15312,94,201601,2,340,7,2016
10130,31,-15312,94,201601,2,390,11,2016
10130,31,-15312,94,201601,1,340,10,2016
10210,31,-15312,94,201601,2,310,14,2016
10210,31,-15312,94,201601,2,300,11,2016
10210,31,-15312,94,201601,2,350,18,2016
10210,31,-15312,94,201601,2,340,25,2016
10210,31,-15312,94,201601,2,240,7,2016
10210,31,-15312,94,201601,2,220,7,2016
10210,31,-15312,94,201601,2,210,7,2016
10210,31,-15312,94,201601,2,330,11,2016
10210,31,-15312,94,201601,1,300,22,2016
10210,31,-15312,94,201601,1,310,19,2016
10210,31,-15312,94,201601,1,320,10,2016
10210,31,-15312,94,201601,1,280,10,2016
10210,31,-15312,94,201601,1,270,10,2016
10210,31,-15312,94,201601,1,330,34,2016
10210,31,-15312,94,201601,1,250,8,2016
10210,31,-15312,94,201601,1,190,4,2016
10210,31,-15312,94,201601,1,340,22,2016
10210,31,-15312,94,201601,1,220,7,2016
10210,31,-15312,94,201601,1,210,6,2016
10210,31,-15312,94,201601,1,230,6,2016
21720,10,-15313,94,201601,1,550,4,2016
21720,10,-15313,94,201601,1,450,3,2016
21720,10,-15313,94,201601,1,340,2,2016
21720,10,-15313,94,201601,1,470,3,2016
21720,10,-15313,94,201601,2,450,3,2016
21720,10,-15313,94,201601,2,450,3,2016
21720,10,-15313,94,201601,2,440,3,2016
21720,10,-15313,94,201601,2,380,2,2016
10130,10,-15313,94,201601,2,340,6,2016
10130,10,-15313,94,201601,2,320,8,2016
10130,10,-15313,94,201601,2,200,3,2016
21740,10,-15313,94,201601,2,460,5,2016
21740,10,-15313,94,201601,2,530,8,2016
21740,10,-15313,94,201601,2,420,6,2016
21740,10,-15313,94,201601,1,460,8,2016
21740,10,-15313,94,201601,1,450,4,2016
21740,10,-15313,94,201601,1,490,8,2016
10110,10,-15313,94,201601,2,260,3,2016
10110,10,-15313,94,201601,2,340,4,2016
10110,10,-15313,94,201601,2,320,4,2016
10110,10,-15313,94,201601,2,290,4,2016
10110,10,-15313,94,201601,2,170,2,2016
10110,10,-15313,94,201601,2,270,3,2016
10110,10,-15313,94,201601,2,310,3,2016
10110,10,-15313,94,201601,2,390,4,2016
10110,10,-15313,94,201601,2,350,4,2016
10110,10,-15313,94,201601,2,240,3,2016
10110,10,-15313,94,201601,1,280,3,2016
10110,10,-15313,94,201601,1,260,3,2016
10110,10,-15313,94,201601,1,290,4,2016
10110,10,-15313,94,201601,1,300,4,2016
10110,10,-15313,94,201601,1,340,4,2016
10110,10,-15313,94,201601,1,270,3,2016
10110,10,-15313,94,201601,1,240,3,2016
10110,10,-15313,94,201601,1,250,3,2016
21720,10,-15314,94,201601,2,490,3,2016
21720,10,-15314,94,201601,2,790,6,2016
21720,10,-15314,94,201601,2,380,2,2016
21720,10,-15314,94,201601,2,430,3,2016
21720,10,-15314,94,201601,2,530,3,2016
21720,10,-15314,94,201601,2,570,4,2016
21720,10,-15314,94,201601,2,490,3,2016
21720,10,-15314,94,201601,2,600,4,2016
21720,10,-15314,94,201601,2,470,3,2016
21720,10,-15314,94,201601,2,620,5,2016
21720,10,-15314,94,201601,2,740,5,2016
21720,10,-15314,94,201601,2,500,4,2016
21720,10,-15314,94,201601,2,610,5,2016
21720,10,-15314,94,201601,2,650,6,2016
21720,10,-15314,94,201601,2,660,5,2016
21720,10,-15314,94,201601,2,200,1,2016
21720,10,-15314,94,201601,2,210,1,2016
21720,10,-15314,94,201601,2,190,1,2016
21720,10,-15314,94,201601,2,220,1,2016
21740,10,-15314,94,201601,1,570,8,2016
21740,10,-15314,94,201601,1,570,8,2016
21740,10,-15314,94,201601,2,540,7,2016
21740,10,-15314,94,201601,2,530,6,2016
21740,10,-15314,94,201601,2,160,1,2016
21740,10,-15314,94,201601,2,170,1,2016
10130,10,-15314,94,201601,2,380,11,2016
10130,10,-15314,94,201601,2,350,8,2016
10130,10,-15314,94,201601,1,400,21,2016
21740,10,-15315,94,201601,2,470,5,2016
21740,10,-15315,94,201601,2,600,8,2016
21740,10,-15315,94,201601,1,490,6,2016
21740,10,-15315,94,201601,1,460,8,2016
21740,10,-15315,94,201601,1,510,8,2016
21740,10,-15315,94,201601,1,490,8,2016
21740,10,-15315,94,201601,1,190,1,2016
21740,10,-15315,94,201601,1,180,1,2016
10130,10,-15315,94,201601,2,360,9,2016
10130,10,-15315,94,201601,2,350,8,2016
21720,10,-15315,94,201601,1,700,5,2016
10130,10,-15315,94,201601,1,330,8,2016
21720,10,-15315,94,201601,2,540,5,2016
21720,10,-15315,94,201601,2,420,3,2016
21720,10,-15315,94,201601,2,350,2,2016
21720,10,-15315,94,201601,2,200,1,2016
21720,10,-15315,94,201601,1,450,3,2016
21720,10,-15315,94,201601,1,490,3,2016
21720,10,-15315,94,201601,1,380,2,2016
21720,10,-15315,94,201601,1,240,1,2016
21720,10,-15315,94,201601,1,480,4,2016
21720,10,-15315,94,201601,1,450,3,2016
21720,10,-15315,94,201601,1,490,3,2016
21720,10,-15315,94,201601,1,710,5,2016
21720,10,-15315,94,201601,1,600,5,2016
21720,10,-15315,94,201601,1,470,3,2016
21720,10,-15315,94,201601,1,390,2,2016
21720,10,-15315,94,201601,1,380,2,2016
21720,10,-15315,94,201601,1,510,4,2016
21720,10,-15315,94,201601,1,620,5,2016
21720,10,-15315,94,201601,1,550,5,2016
21720,10,-15315,94,201601,1,420,3,2016
21720,10,-15315,94,201601,1,370,2,2016
21720,10,-15315,94,201601,1,460,3,2016
21720,10,-15315,94,201601,1,500,4,2016
21720,10,-15315,94,201601,1,540,4,2016
21720,10,-15315,94,201601,1,360,2,2016
21720,10,-15315,94,201601,1,570,4,2016
21720,10,-15315,94,201601,1,560,4,2016
21720,10,-15315,94,201601,1,660,5,2016
10210,10,-15316,94,201601,2,330,13,2016
10210,10,-15316,94,201601,2,250,6,2016
10210,10,-15316,94,201601,2,200,4,2016
10210,10,-15316,94,201601,2,330,18,2016
10210,10,-15316,94,201601,2,340,18,2016
10210,10,-15316,94,201601,2,360,18,2016
10210,10,-15316,94,201601,2,350,14,2016
10210,10,-15316,94,201601,2,190,4,2016
10210,10,-15316,94,201601,2,240,5,2016
10210,10,-15316,94,201601,2,260,8,2016
10210,10,-15316,94,201601,1,300,11,2016
10210,10,-15316,94,201601,1,310,23,2016
10210,10,-15316,94,201601,1,320,17,2016
10210,10,-15316,94,201601,1,220,5,2016
10210,10,-15316,94,201601,1,260,9,2016
10210,10,-15316,94,201601,1,340,32,2016
10210,10,-15316,94,201601,1,260,10,2016
10210,10,-15316,94,201601,1,210,4,2016
10210,10,-15316,94,201601,1,240,7,2016
10210,10,-15316,94,201601,1,350,22,2016
21720,10,-15316,94,201601,1,580,4,2016
21720,10,-15316,94,201601,1,500,3,2016
21720,10,-15316,94,201601,1,610,4,2016
21720,10,-15316,94,201601,1,500,3,2016
21720,10,-15316,94,201601,2,520,4,2016
21720,10,-15316,94,201601,2,510,3,2016
21720,10,-15316,94,201601,2,660,5,2016
21720,10,-15316,94,201601,2,560,4,2016
21740,10,-15316,94,201601,1,530,8,2016
21740,10,-15316,94,201601,2,540,8,2016
21740,10,-15316,94,201601,2,670,10,2016
21740,10,-15316,94,201601,2,530,10,2016
21740,10,-15317,94,201601,2,530,9,2016
21740,10,-15317,94,201601,1,450,8,2016
21740,10,-15317,94,201601,1,550,7,2016
21740,10,-15317,94,201601,1,500,6,2016
21720,10,-15317,94,201601,1,570,5,2016
21720,10,-15317,94,201601,1,490,4,2016
21720,10,-15317,94,201601,1,480,3,2016
21720,10,-15317,94,201601,1,430,4,2016
21720,10,-15317,94,201601,2,520,4,2016
21720,10,-15317,94,201601,2,410,3,2016
21720,10,-15317,94,201601,2,320,2,2016
21720,10,-15317,94,201601,2,160,1,2016
21720,10,-15318,94,201601,1,630,5,2016
21720,10,-15318,94,201601,1,660,4,2016
21720,10,-15318,94,201601,1,470,4,2016
21720,10,-15318,94,201601,1,440,3,2016
21720,10,-15318,94,201601,1,650,5,2016
21720,10,-15318,94,201601,1,450,3,2016
21720,10,-15318,94,201601,1,200,1,2016
21720,10,-15318,94,201601,2,190,1,2016
21720,10,-15318,94,201601,3,150,1,2016
21720,10,-15318,94,201601,3,130,1,2016
21720,10,-15318,94,201601,3,150,1,2016
21720,10,-15318,94,201601,3,110,1,2016
21720,10,-15318,94,201601,2,160,1,2016
21720,10,-15318,94,201601,3,140,1,2016
21720,10,-15318,94,201601,3,120,1,2016
21720,10,-15318,94,201601,3,100,1,2016
21740,10,-15318,94,201601,2,520,8,2016
21740,10,-15318,94,201601,1,530,8,2016
21740,10,-15318,94,201601,1,530,8,2016
21740,10,-15318,94,201601,1,520,9,2016
21720,10,-15318,94,201601,2,220,1,2016
21720,10,-15318,94,201601,3,140,1,2016
21720,10,-15318,94,201601,3,130,1,2016
21720,10,-15318,94,201601,3,160,1,2016
21720,10,-15318,94,201601,2,550,3,2016
21720,10,-15318,94,201601,2,590,4,2016
21720,10,-15318,94,201601,1,560,5,2016
21720,10,-15318,94,201601,1,500,4,2016
10261,10,-15318,94,201601,3,120,2,2016
10261,10,-15318,94,201601,3,140,2,2016
10261,10,-15318,94,201601,3,110,2,2016
10261,10,-15318,94,201601,3,130,3,2016
10261,10,-15318,94,201601,3,150,3,2016
10261,10,-15318,94,201601,3,110,2,2016
10261,10,-15318,94,201601,3,100,2,2016
10261,10,-15318,94,201601,3,90,1,2016
21720,10,-15319,94,201601,1,700,6,2016
21720,10,-15319,94,201601,1,510,4,2016
21720,10,-15319,94,201601,1,540,4,2016
21720,10,-15319,94,201601,1,500,5,2016
21720,10,-15319,94,201601,2,600,5,2016
21720,10,-15319,94,201601,2,650,5,2016
21720,10,-15319,94,201601,2,490,3,2016
21720,10,-15319,94,201601,2,530,5,2016
10210,10,-15319,94,201601,2,360,15,2016
10210,10,-15319,94,201601,2,380,22,2016
10210,10,-15319,94,201601,2,370,11,2016
10210,10,-15319,94,201601,2,300,11,2016
10210,10,-15319,94,201601,2,260,6,2016
10210,10,-15319,94,201601,2,230,7,2016
10210,10,-15319,94,201601,2,150,3,2016
10210,10,-15319,94,201601,2,190,4,2016
10210,10,-15319,94,201601,2,170,3,2016
10210,10,-15319,94,201601,1,240,6,2016
10210,10,-15319,94,201601,1,330,15,2016
10210,10,-15319,94,201601,1,180,3,2016
10210,10,-15319,94,201601,1,290,11,2016
10210,10,-15319,94,201601,1,170,4,2016
10210,10,-15319,94,201601,1,200,4,2016
21740,10,-15319,94,201601,2,510,8,2016
21740,10,-15319,94,201601,1,540,8,2016
21740,10,-15319,94,201601,1,480,8,2016
21740,10,-15319,94,201601,1,520,6,2016
10210,10,-15320,94,201601,1,170,4,2016
10210,10,-15320,94,201601,1,160,3,2016
10210,10,-15320,94,201601,1,180,4,2016
10210,10,-15320,94,201601,1,150,5,2016
10210,10,-15320,94,201601,1,160,3,2016
10210,10,-15320,94,201601,1,190,4,2016
10210,10,-15320,94,201601,2,150,3,2016
10210,10,-15320,94,201601,2,130,3,2016
10210,10,-15320,94,201601,2,160,4,2016
10210,10,-15320,94,201601,2,170,4,2016
10210,10,-15320,94,201601,2,180,4,2016
10261,10,-15320,94,201601,3,130,2,2016
10261,10,-15320,94,201601,3,120,2,2016
10261,10,-15320,94,201601,3,110,2,2016
10261,10,-15320,94,201601,3,100,2,2016
10261,10,-15320,94,201601,3,90,2,2016
10261,10,-15320,94,201601,3,80,1,2016
10261,10,-15320,94,201601,3,70,1,2016
10261,10,-15320,94,201601,3,150,2,2016
10261,10,-15320,94,201601,3,140,2,2016
10261,10,-15320,94,201601,2,160,3,2016
10261,10,-15320,94,201601,1,180,4,2016
10261,10,-15320,94,201601,1,170,3,2016
10261,10,-15320,94,201601,1,160,3,2016
21740,10,-15320,94,201601,2,540,NA,2016
21740,10,-15320,94,201601,1,530,8,2016
21740,10,-15320,94,201601,1,540,8,2016
21740,10,-15320,94,201601,1,560,7,2016
21740,10,-15321,94,201601,2,510,7,2016
21740,10,-15321,94,201601,1,520,9,2016
21740,10,-15321,94,201601,1,480,8,2016
21740,10,-15321,94,201601,1,490,8,2016
10210,10,-15321,94,201601,2,310,NA,2016
10210,10,-15321,94,201601,2,290,10,2016
10210,10,-15321,94,201601,2,280,10,2016
10210,10,-15321,94,201601,1,360,25,2016
21720,10,-15321,94,201601,1,440,4,2016
21720,10,-15321,94,201601,1,620,5,2016
21720,10,-15321,94,201601,1,620,4,2016
21720,10,-15321,94,201601,2,610,4,2016
21720,10,-15321,94,201601,2,700,6,2016
21720,10,-15321,94,201601,2,440,4,2016
21720,10,-15321,94,201601,2,230,1,2016
21720,10,-15321,94,201601,2,210,1,2016
21720,10,-15321,94,201601,1,610,5,2016
21720,10,-15321,94,201601,1,370,2,2016
21720,10,-15321,94,201601,1,580,4,2016
21720,10,-15321,94,201601,1,520,3,2016
21720,10,-15321,94,201601,1,510,3,2016
21720,10,-15321,94,201601,1,600,5,2016
21720,10,-15321,94,201601,1,230,1,2016
21720,10,-15321,94,201601,1,210,1,2016
21720,10,-15321,94,201601,1,220,1,2016
21720,10,-15321,94,201601,1,170,1,2016
21720,10,-15321,94,201601,1,180,1,2016
21720,10,-15321,94,201601,1,720,6,2016
21720,10,-15321,94,201601,1,400,3,2016
21720,10,-15321,94,201601,3,140,1,2016
21720,10,-15321,94,201601,2,200,1,2016
21720,10,-15321,94,201601,2,260,1,2016
21720,10,-15321,94,201601,2,230,1,2016
21720,10,-15321,94,201601,2,240,1,2016
21720,10,-15321,94,201601,2,560,4,2016
21720,10,-15321,94,201601,2,630,5,2016
21720,10,-15321,94,201601,2,370,2,2016
21720,10,-15321,94,201601,2,510,3,2016
21720,10,-15321,94,201601,2,580,5,2016
21720,10,-15321,94,201601,2,810,6,2016
21740,10,-15322,94,201601,3,150,1,2016
21740,10,-15322,94,201601,2,580,9,2016
21740,10,-15322,94,201601,2,520,7,2016
21740,10,-15322,94,201601,2,510,8,2016
21740,10,-15322,94,201601,2,480,8,2016
10261,10,-15322,94,201601,1,260,6,2016
10261,10,-15322,94,201601,1,240,7,2016
10261,10,-15322,94,201601,1,280,12,2016
10261,10,-15322,94,201601,1,190,4,2016
10261,10,-15322,94,201601,1,210,4,2016
10261,10,-15322,94,201601,1,320,12,2016
10261,10,-15322,94,201601,1,290,10,2016
10261,10,-15322,94,201601,2,160,3,2016
10261,10,-15322,94,201601,2,350,11,2016
10261,10,-15322,94,201601,2,280,5,2016
10261,10,-15322,94,201601,2,320,11,2016
10261,10,-15322,94,201601,2,250,5,2016
10261,10,-15322,94,201601,2,380,13,2016
10261,10,-15322,94,201601,2,390,13,2016
10261,10,-15322,94,201601,2,360,15,2016
10261,10,-15322,94,201601,2,350,15,2016
10261,10,-15322,94,201601,2,410,18,2016
21740,10,-15323,94,201601,3,130,1,2016
10285,10,-15323,94,201601,3,70,1,2016
10130,10,-15323,94,201601,3,90,2,2016
21740,10,-15323,94,201601,3,150,1,2016
21740,10,-15323,94,201601,2,330,3,2016
21740,10,-15323,94,201601,2,570,7,2016
21740,10,-15323,94,201601,1,500,8,2016
21740,10,-15323,94,201601,1,490,NA,2016
21720,10,-15323,94,201601,2,590,5,2016
21720,10,-15323,94,201601,2,460,3,2016
21720,10,-15323,94,201601,2,280,1,2016
21720,10,-15323,94,201601,2,260,1,2016
21720,10,-15323,94,201601,1,480,4,2016
21720,10,-15323,94,201601,1,340,2,2016
21720,10,-15323,94,201601,1,220,1,2016
21720,10,-15323,94,201601,1,220,1,2016
10285,10,-15323,94,201601,3,80,1,2016
10285,10,-15323,94,201601,3,70,1,2016
21740,10,-15324,94,201601,2,490,9,2016
21740,10,-15324,94,201601,2,550,7,2016
21740,10,-15324,94,201601,1,500,7,2016
21740,10,-15324,94,201601,1,490,6,2016
10210,10,-15324,94,201601,2,350,NA,2016
10210,10,-15324,94,201601,2,260,7,2016
10210,10,-15324,94,201601,2,240,6,2016
10210,10,-15324,94,201601,2,320,10,2016
10210,10,-15324,94,201601,2,210,7,2016
10210,10,-15324,94,201601,2,280,10,2016
10210,10,-15324,94,201601,2,340,18,2016
10210,10,-15324,94,201601,2,200,5,2016
10210,10,-15324,94,201601,2,370,20,2016
10210,10,-15324,94,201601,2,250,8,2016
10210,10,-15324,94,201601,2,270,8,2016
10210,10,-15324,94,201601,2,360,21,2016
10210,10,-15324,94,201601,2,230,8,2016
10210,10,-15324,94,201601,2,180,6,2016
10210,10,-15324,94,201601,2,150,3,2016
10210,10,-15324,94,201601,2,220,7,2016
10210,10,-15324,94,201601,2,300,9,2016
10210,10,-15324,94,201601,1,270,9,2016
21720,10,-15325,94,201601,1,460,3,2016
21720,10,-15325,94,201601,1,490,3,2016
21720,10,-15325,94,201601,1,500,4,2016
21720,10,-15325,94,201601,1,550,4,2016
21720,10,-15325,94,201601,1,420,3,2016
21720,10,-15325,94,201601,1,580,4,2016
21720,10,-15325,94,201601,1,410,3,2016
21720,10,-15325,94,201601,1,530,3,2016
21720,10,-15325,94,201601,1,590,4,2016
21720,10,-15325,94,201601,1,480,3,2016
21720,10,-15325,94,201601,1,470,3,2016
21720,10,-15325,94,201601,2,410,3,2016
21720,10,-15325,94,201601,2,460,3,2016
21720,10,-15325,94,201601,2,580,4,2016
21720,10,-15325,94,201601,2,530,4,2016
21720,10,-15325,94,201601,2,520,3,2016
21720,10,-15325,94,201601,2,570,4,2016
21720,10,-15325,94,201601,2,540,4,2016
21720,10,-15325,94,201601,2,470,3,2016
21720,10,-15325,94,201601,2,640,5,2016
21720,10,-15325,94,201601,2,620,5,2016
21720,10,-15325,94,201601,2,420,3,2016
21720,10,-15325,94,201601,2,630,5,2016
21720,10,-15325,94,201601,2,390,3,2016
21720,10,-15325,94,201601,2,590,5,2016
21720,10,-15325,94,201601,2,520,3,2016
21720,10,-15326,94,201601,1,560,4,2016
10285,10,-15326,94,201601,3,100,2,2016
21720,10,-15326,94,201601,1,600,6,2016
21720,10,-15326,94,201601,1,490,3,2016
21720,10,-15326,94,201601,1,550,5,2016
21720,10,-15326,94,201601,2,640,6,2016
21720,10,-15326,94,201601,2,650,7,2016
21720,10,-15326,94,201601,2,520,4,2016
