year,species_code,species_name,surv,type,iss
2006,21740,walleye pollock,AI,male,72.64438839093133
2006,21921,Atka mackerel,AI,male,55.208356525001165
2006,30050,REBS rockfish complex,AI,male,66.7583239382894
2006,30060,Pacific ocean perch,AI,male,64.6461544283405
2006,30420,northern rockfish,AI,male,80.94848137283208
2010,10110,arrowtooth flounder,AI,male,48.61950320528542
2010,10112,Kamchatka flounder,AI,male,47.043541439899585
2010,21720,Pacific cod,AI,male,100.45330669049548
2010,21740,walleye pollock,AI,male,25.537842855212734
2010,21921,Atka mackerel,AI,male,54.36824393864276
2010,30050,REBS rockfish complex,AI,male,72.99417380283604
2010,30060,Pacific ocean perch,AI,male,127.3539619358998
2010,30420,northern rockfish,AI,male,76.91071771787699
2012,10110,arrowtooth flounder,AI,male,40.069146442616244
2012,21720,Pacific cod,AI,male,82.4731740809375
2012,21740,walleye pollock,AI,male,31.98891337776159
2012,21921,Atka mackerel,AI,male,50.13061365343688
2012,30050,REBS rockfish complex,AI,male,73.93211309198777
2012,30060,Pacific ocean perch,AI,male,122.14370690673503
2012,30420,northern rockfish,AI,male,70.98133022382645
2014,10110,arrowtooth flounder,AI,male,45.070896177609754
2014,21720,Pacific cod,AI,male,106.78670385040603
2014,21740,walleye pollock,AI,male,8.918848515761601
2014,21921,Atka mackerel,AI,male,46.72080539798203
2014,30050,REBS rockfish complex,AI,male,75.7925670010736
2014,30060,Pacific ocean perch,AI,male,138.01999713403762
2014,30420,northern rockfish,AI,male,72.9117080420934
2016,10110,arrowtooth flounder,AI,male,51.104593401613585
2016,10112,Kamchatka flounder,AI,male,59.39501858524866
2016,21720,Pacific cod,AI,male,105.99515177133259
2016,21740,walleye pollock,AI,male,18.658936855111627
2016,21921,Atka mackerel,AI,male,30.847578615188354
2016,30050,REBS rockfish complex,AI,male,58.21140200001446
2016,30060,Pacific ocean perch,AI,male,261.3873971771584
2016,30420,northern rockfish,AI,male,69.26453734129693
2018,10110,arrowtooth flounder,AI,male,94.20183365200236
2018,10112,Kamchatka flounder,AI,male,74.73936203253781
2018,21720,Pacific cod,AI,male,118.33005713988454
2018,21740,walleye pollock,AI,male,57.6583783218735
2018,21921,Atka mackerel,AI,male,92.02302421358885
2018,30050,REBS rockfish complex,AI,male,47.85263377105747
2018,30060,Pacific ocean perch,AI,male,228.6287779641852
2018,30420,northern rockfish,AI,male,88.90519898078692
1980,21720,Pacific cod,AI,total,14.278171478564646
1980,21740,walleye pollock,AI,total,14.166889629060904
1980,21921,Atka mackerel,AI,total,10.837430066354672
1980,30060,Pacific ocean perch,AI,total,25.879271086918397
1980,30420,northern rockfish,AI,total,41.26795337873119
1983,21740,walleye pollock,AI,total,162.4013775098869
1983,21921,Atka mackerel,AI,total,37.6124238660077
1983,30060,Pacific ocean perch,AI,total,112.01499222724419
1983,30420,northern rockfish,AI,total,27.663692820054422
1986,21740,walleye pollock,AI,total,48.1525103417015
1986,21921,Atka mackerel,AI,total,37.14573475131538
1986,30050,REBS rockfish complex,AI,total,102.33908863532942
1986,30060,Pacific ocean perch,AI,total,247.47796309471062
1986,30420,northern rockfish,AI,total,96.00845543232124
1991,21720,Pacific cod,AI,total,39.88979976653395
1991,21740,walleye pollock,AI,total,112.52243020600149
1991,21921,Atka mackerel,AI,total,20.085794326542477
1991,30050,REBS rockfish complex,AI,total,78.76156901523211
1991,30060,Pacific ocean perch,AI,total,100.52988323725147
1991,30420,northern rockfish,AI,total,55.733800644580576
1994,21720,Pacific cod,AI,total,26.584659836521894
1994,21740,walleye pollock,AI,total,69.3333724456505
1994,21921,Atka mackerel,AI,total,70.94497111928412
1994,30050,REBS rockfish complex,AI,total,112.59223739871244
1994,30060,Pacific ocean perch,AI,total,140.1759049709856
1994,30420,northern rockfish,AI,total,84.01947045373633
1997,21720,Pacific cod,AI,total,66.40443835894689
1997,21740,walleye pollock,AI,total,157.4448578549613
1997,21921,Atka mackerel,AI,total,75.34977226212719
1997,30050,REBS rockfish complex,AI,total,150.78026166223628
1997,30060,Pacific ocean perch,AI,total,173.04770303390384
1997,30420,northern rockfish,AI,total,86.52500973492442
2000,21720,Pacific cod,AI,total,145.07992408140385
2000,21740,walleye pollock,AI,total,75.0120070078106
2000,21921,Atka mackerel,AI,total,34.94232039612381
2000,30050,REBS rockfish complex,AI,total,148.06596760773084
2000,30060,Pacific ocean perch,AI,total,206.51509278374414
2000,30420,northern rockfish,AI,total,138.90033172516843
2002,21720,Pacific cod,AI,total,157.28835182368547
2002,21740,walleye pollock,AI,total,192.12004381386814
2002,21921,Atka mackerel,AI,total,108.83708195657603
2002,30050,REBS rockfish complex,AI,total,90.01194405553277
2002,30060,Pacific ocean perch,AI,total,89.8739811008562
2002,30420,northern rockfish,AI,total,69.07713971784375
2004,21720,Pacific cod,AI,total,147.5631023895941
2004,21740,walleye pollock,AI,total,88.97625808668256
2004,21921,Atka mackerel,AI,total,154.11048740999266
2004,30050,REBS rockfish complex,AI,total,138.84635254478482
2004,30060,Pacific ocean perch,AI,total,290.7726913726953
2004,30420,northern rockfish,AI,total,144.45567185962602
2006,21720,Pacific cod,AI,total,109.19612206146434
2006,21740,walleye pollock,AI,total,116.94273033943882
2006,21921,Atka mackerel,AI,total,101.74753447618772
2006,30050,REBS rockfish complex,AI,total,131.02294261556088
2006,30060,Pacific ocean perch,AI,total,136.01867870149815
2006,30420,northern rockfish,AI,total,175.43773220564668
2010,10110,arrowtooth flounder,AI,total,107.51549324713136
2010,10112,Kamchatka flounder,AI,total,76.5573221476709
2010,21720,Pacific cod,AI,total,144.25819186013166
2010,21740,walleye pollock,AI,total,32.04003611952999
2010,21921,Atka mackerel,AI,total,76.43190859764329
2010,30050,REBS rockfish complex,AI,total,134.41653401221078
2010,30060,Pacific ocean perch,AI,total,255.51049973405793
2010,30420,northern rockfish,AI,total,115.64993829820439
2012,10110,arrowtooth flounder,AI,total,97.49761760391294
2012,21720,Pacific cod,AI,total,122.8962411110375
2012,21740,walleye pollock,AI,total,49.11819444595989
2012,21921,Atka mackerel,AI,total,85.41318855895396
2012,30050,REBS rockfish complex,AI,total,130.57170213999134
2012,30060,Pacific ocean perch,AI,total,241.5794925031739
2012,30420,northern rockfish,AI,total,142.94137191712187
2014,10110,arrowtooth flounder,AI,total,118.52700709659105
2014,21720,Pacific cod,AI,total,155.17973767605704
2014,21740,walleye pollock,AI,total,9.081818610960232
2014,21921,Atka mackerel,AI,total,74.4216312976391
2014,30050,REBS rockfish complex,AI,total,137.68524205741974
2014,30060,Pacific ocean perch,AI,total,225.30762423479922
2014,30420,northern rockfish,AI,total,139.28496265027763
2016,10110,arrowtooth flounder,AI,total,134.2316842365473
2016,10112,Kamchatka flounder,AI,total,93.28083050851909
2016,21720,Pacific cod,AI,total,147.4624183033314
2016,21740,walleye pollock,AI,total,33.37525786886695
2016,21921,Atka mackerel,AI,total,36.43492317908175
2016,30050,REBS rockfish complex,AI,total,108.59629640501485
2016,30060,Pacific ocean perch,AI,total,431.1495898271634
2016,30420,northern rockfish,AI,total,215.39366493422082
2018,10110,arrowtooth flounder,AI,total,202.60341863683686
2018,10112,Kamchatka flounder,AI,total,114.5296196332151
2018,21720,Pacific cod,AI,total,194.90916303388903
2018,21740,walleye pollock,AI,total,96.82330823567413
2018,21921,Atka mackerel,AI,total,118.39193602349216
2018,30050,REBS rockfish complex,AI,total,96.43785030529591
2018,30060,Pacific ocean perch,AI,total,385.9241634984092
2018,30420,northern rockfish,AI,total,248.34727272008803
2017,10110,arrowtooth flounder,EBS_SHELF,female,179.2316807292172
2017,10112,Kamchatka flounder,EBS_SHELF,female,111.11229711338719
2017,10115,Greenland turbot,EBS_SHELF,female,38.30843538354305
2017,10130,flathead sole,EBS_SHELF,female,159.28531931812597
2017,10210,yellowfin sole,EBS_SHELF,female,167.37709474163339
2017,10261,northern rock sole,EBS_SHELF,female,123.9532756862764
2017,10285,Alaska plaice,EBS_SHELF,female,126.5804837017511
2017,21720,Pacific cod,EBS_SHELF,female,282.2073627896176
2017,21740,walleye pollock,EBS_SHELF,female,345.7939475468779
2018,10110,arrowtooth flounder,EBS_SHELF,female,319.82831850189245
2018,10112,Kamchatka flounder,EBS_SHELF,female,124.14582025750833
2018,10115,Greenland turbot,EBS_SHELF,female,37.38074454980146
2018,10130,flathead sole,EBS_SHELF,female,177.04235905306328
2018,10210,yellowfin sole,EBS_SHELF,female,206.49410193417884
2018,10261,northern rock sole,EBS_SHELF,female,126.81505408139294
2018,10285,Alaska plaice,EBS_SHELF,female,102.09503817429373
2018,21720,Pacific cod,EBS_SHELF,female,265.18815453344513
2018,21740,walleye pollock,EBS_SHELF,female,186.14277474153113
2019,10110,arrowtooth flounder,EBS_SHELF,female,244.37951679925004
2019,10112,Kamchatka flounder,EBS_SHELF,female,104.17236163997435
2019,10115,Greenland turbot,EBS_SHELF,female,29.718419080728722
2019,10130,flathead sole,EBS_SHELF,female,170.83676058756564
2019,10210,yellowfin sole,EBS_SHELF,female,197.7662677266215
2019,10261,northern rock sole,EBS_SHELF,female,109.17276650790487
2019,10285,Alaska plaice,EBS_SHELF,female,122.77151788588202
2019,21720,Pacific cod,EBS_SHELF,female,248.7042965541512
2019,21740,walleye pollock,EBS_SHELF,female,322.7337323820904
2021,10130,flathead sole,EBS_SHELF,female,211.25063392374142
2021,10210,yellowfin sole,EBS_SHELF,female,138.73066867828248
2021,10261,northern rock sole,EBS_SHELF,female,126.85142928781163
2021,21740,walleye pollock,EBS_SHELF,female,221.8891512651516
2017,10110,arrowtooth flounder,EBS_SHELF,male,60.9762887343278
2017,10112,Kamchatka flounder,EBS_SHELF,male,75.86517543062838
2017,10115,Greenland turbot,EBS_SHELF,male,26.38183884949894
2017,10130,flathead sole,EBS_SHELF,male,128.46309925536409
2017,10210,yellowfin sole,EBS_SHELF,male,158.0451636181225
2017,10261,northern rock sole,EBS_SHELF,male,86.61778036552866
2017,10285,Alaska plaice,EBS_SHELF,male,61.36624662573579
2017,21720,Pacific cod,EBS_SHELF,male,322.41441821199055
2017,21740,walleye pollock,EBS_SHELF,male,393.45171519143213
2018,10110,arrowtooth flounder,EBS_SHELF,male,86.80742980010686
2018,10112,Kamchatka flounder,EBS_SHELF,male,99.36673056724821
2018,10115,Greenland turbot,EBS_SHELF,male,23.319465566938423
2018,10130,flathead sole,EBS_SHELF,male,210.01242103589033
2018,10210,yellowfin sole,EBS_SHELF,male,133.67638872172083
2018,10261,northern rock sole,EBS_SHELF,male,89.2952325131314
2018,10285,Alaska plaice,EBS_SHELF,male,56.29111750916993
2018,21720,Pacific cod,EBS_SHELF,male,241.77597305822414
2018,21740,walleye pollock,EBS_SHELF,male,219.15039341779945
2019,10110,arrowtooth flounder,EBS_SHELF,male,112.2362116332307
2019,10112,Kamchatka flounder,EBS_SHELF,male,85.84240085418811
2019,10115,Greenland turbot,EBS_SHELF,male,7.8042680481565085
2019,10130,flathead sole,EBS_SHELF,male,185.2727778386662
2019,10210,yellowfin sole,EBS_SHELF,male,143.5750281370873
2019,10261,northern rock sole,EBS_SHELF,male,93.54423770807756
2019,10285,Alaska plaice,EBS_SHELF,male,64.74493504972578
2019,21720,Pacific cod,EBS_SHELF,male,250.99085063384078
2019,21740,walleye pollock,EBS_SHELF,male,347.3572857424358
2021,10130,flathead sole,EBS_SHELF,male,185.72855688265255
2021,10210,yellowfin sole,EBS_SHELF,male,118.72093468200018
2021,10261,northern rock sole,EBS_SHELF,male,145.30202879974857
2021,21740,walleye pollock,EBS_SHELF,male,222.15792317528332
2017,10110,arrowtooth flounder,EBS_SHELF,total,205.9169494987344
2017,10112,Kamchatka flounder,EBS_SHELF,total,162.04210694226043
2017,10115,Greenland turbot,EBS_SHELF,total,63.14037674656511
2017,10130,flathead sole,EBS_SHELF,total,277.8288907193068
2017,10210,yellowfin sole,EBS_SHELF,total,297.57101799848283
2017,10261,northern rock sole,EBS_SHELF,total,194.6655461361978
2017,10285,Alaska plaice,EBS_SHELF,total,161.72449737269503
2017,21720,Pacific cod,EBS_SHELF,total,414.7192606061379
2017,21740,walleye pollock,EBS_SHELF,total,660.3210957228051
2018,10110,arrowtooth flounder,EBS_SHELF,total,343.48111384251104
2018,10112,Kamchatka flounder,EBS_SHELF,total,202.92932107390828
2018,10115,Greenland turbot,EBS_SHELF,total,63.73046611287329
2018,10130,flathead sole,EBS_SHELF,total,381.4957081397216
2018,10210,yellowfin sole,EBS_SHELF,total,326.3191705708004
2018,10261,northern rock sole,EBS_SHELF,total,197.77978802153845
2018,10285,Alaska plaice,EBS_SHELF,total,135.61304866952605
2018,21720,Pacific cod,EBS_SHELF,total,343.3219749651755
2018,21740,walleye pollock,EBS_SHELF,total,253.59458608872592
2019,10110,arrowtooth flounder,EBS_SHELF,total,331.69386004980004
2019,10112,Kamchatka flounder,EBS_SHELF,total,183.29491324866663
2019,10115,Greenland turbot,EBS_SHELF,total,38.500568219816536
2019,10130,flathead sole,EBS_SHELF,total,305.44572561280967
2019,10210,yellowfin sole,EBS_SHELF,total,305.6523943042866
2019,10261,northern rock sole,EBS_SHELF,total,197.74379120322416
2019,10285,Alaska plaice,EBS_SHELF,total,158.1478912119011
2019,21720,Pacific cod,EBS_SHELF,total,287.4955127959787
2019,21740,walleye pollock,EBS_SHELF,total,431.88112560257304
2021,10130,flathead sole,EBS_SHELF,total,311.3553619119626
2021,10210,yellowfin sole,EBS_SHELF,total,231.45640684819404
2021,10261,northern rock sole,EBS_SHELF,total,260.1146655247461
2021,21740,walleye pollock,EBS_SHELF,total,340.7114893688244
2008,10115,Greenland turbot,EBS_SLOPE,female,70.55558135535877
2008,30060,Pacific ocean perch,EBS_SLOPE,female,50.74528830478366
2012,10112,Kamchatka flounder,EBS_SLOPE,female,144.66766696237306
2012,10115,Greenland turbot,EBS_SLOPE,female,45.50509375957772
2012,30060,Pacific ocean perch,EBS_SLOPE,female,63.678404684643326
2016,10112,Kamchatka flounder,EBS_SLOPE,female,136.40910588196516
2016,10115,Greenland turbot,EBS_SLOPE,female,68.97753268008965
2016,30060,Pacific ocean perch,EBS_SLOPE,female,37.376216618611465
2008,10115,Greenland turbot,EBS_SLOPE,male,90.50562702198998
2008,30060,Pacific ocean perch,EBS_SLOPE,male,50.43225609144016
2012,10112,Kamchatka flounder,EBS_SLOPE,male,96.98266395542156
2012,10115,Greenland turbot,EBS_SLOPE,male,70.07390979327302
2012,30060,Pacific ocean perch,EBS_SLOPE,male,56.37943429524913
2016,10112,Kamchatka flounder,EBS_SLOPE,male,130.28152190494035
2016,10115,Greenland turbot,EBS_SLOPE,male,73.62532140505182
2016,30060,Pacific ocean perch,EBS_SLOPE,male,51.76179197317901
2008,10115,Greenland turbot,EBS_SLOPE,total,140.9396362170223
2008,30060,Pacific ocean perch,EBS_SLOPE,total,88.71606935817252
2012,10112,Kamchatka flounder,EBS_SLOPE,total,208.61402615010886
2012,10115,Greenland turbot,EBS_SLOPE,total,87.34694627362897
2012,30060,Pacific ocean perch,EBS_SLOPE,total,107.75309199308208
2016,10112,Kamchatka flounder,EBS_SLOPE,total,237.9172921614381
2016,10115,Greenland turbot,EBS_SLOPE,total,113.33822753683269
2016,30060,Pacific ocean perch,EBS_SLOPE,total,82.19184653803353
