year,species_code,species_name,surv,type,iss
2018,10112,Kamchatka flounder,EBS_SHELF,male,422.21020827388287
2018,10115,Greenland turbot,EBS_SHELF,male,44.958657762240854
2018,10130,flathead sole,EBS_SHELF,male,1229.092307956029
2018,10210,yellowfin sole,EBS_SHELF,male,1731.8950847915376
2018,10261,northern rock sole,EBS_SHELF,male,971.3821624540083
2018,10285,Alaska plaice,EBS_SHELF,male,1374.806648694772
2018,21720,Pacific cod,EBS_SHELF,male,1665.4493313454518
2018,21740,walleye pollock,EBS_SHELF,male,981.2460108077544
2019,10110,arrowtooth flounder,EBS_SHELF,male,1240.4305229347196
2019,10112,Kamchatka flounder,EBS_SHELF,male,304.3848870573795
2019,10115,Greenland turbot,EBS_SHELF,male,21.204048629714496
2019,10130,flathead sole,EBS_SHELF,male,1116.856479825663
2019,10210,yellowfin sole,EBS_SHELF,male,954.2876317349571
2019,10261,northern rock sole,EBS_SHELF,male,1253.503965383481
2019,10285,Alaska plaice,EBS_SHELF,male,950.7696047097363
2019,21720,Pacific cod,EBS_SHELF,male,724.722841962999
2019,21740,walleye pollock,EBS_SHELF,male,3084.034552707009
2021,10110,arrowtooth flounder,EBS_SHELF,male,1020.137212033902
2021,10112,Kamchatka flounder,EBS_SHELF,male,297.64725798168763
2021,10115,Greenland turbot,EBS_SHELF,male,10.357441082809933
2021,10130,flathead sole,EBS_SHELF,male,1328.9035412579683
2021,10210,yellowfin sole,EBS_SHELF,male,777.5838792750839
2021,10261,northern rock sole,EBS_SHELF,male,1165.5867033572256
2021,10285,Alaska plaice,EBS_SHELF,male,927.2816048079975
2021,21720,Pacific cod,EBS_SHELF,male,2455.8497264849766
2021,21740,walleye pollock,EBS_SHELF,male,1436.0546032843129
2017,10110,arrowtooth flounder,EBS_SHELF,total,2592.359498146863
2017,10112,Kamchatka flounder,EBS_SHELF,total,757.1469836197809
2017,10115,Greenland turbot,EBS_SHELF,total,176.17212044430795
2017,10130,flathead sole,EBS_SHELF,total,2682.8356289803905
2017,10210,yellowfin sole,EBS_SHELF,total,1051.8956489649727
2017,10261,northern rock sole,EBS_SHELF,total,1972.1645806794686
2017,10285,Alaska plaice,EBS_SHELF,total,1541.5978123060406
2017,21720,Pacific cod,EBS_SHELF,total,2768.487502006166
2017,21740,walleye pollock,EBS_SHELF,total,3853.4875244495724
2018,10110,arrowtooth flounder,EBS_SHELF,total,1974.8814195209766
2018,10112,Kamchatka flounder,EBS_SHELF,total,788.7147201874191
2018,10115,Greenland turbot,EBS_SHELF,total,135.63836041359733
2018,10130,flathead sole,EBS_SHELF,total,2157.9043432266894
2018,10210,yellowfin sole,EBS_SHELF,total,436.28398224996084
2018,10261,northern rock sole,EBS_SHELF,total,1380.31752082223
2018,10285,Alaska plaice,EBS_SHELF,total,2048.9173616874077
2018,21720,Pacific cod,EBS_SHELF,total,2929.3267698504224
2018,21740,walleye pollock,EBS_SHELF,total,1215.5865382214806
2019,10110,arrowtooth flounder,EBS_SHELF,total,3124.5496235586156
2019,10112,Kamchatka flounder,EBS_SHELF,total,579.520078455376
2019,10115,Greenland turbot,EBS_SHELF,total,89.450714825448
2019,10130,flathead sole,EBS_SHELF,total,2199.809935561544
2019,10210,yellowfin sole,EBS_SHELF,total,1937.6020419319327
2019,10261,northern rock sole,EBS_SHELF,total,2403.150391859828
2019,10285,Alaska plaice,EBS_SHELF,total,1654.8091616157906
2019,21720,Pacific cod,EBS_SHELF,total,1239.624780063089
2019,21740,walleye pollock,EBS_SHELF,total,2749.154148789103
2021,10110,arrowtooth flounder,EBS_SHELF,total,2568.0868311064337
2021,10112,Kamchatka flounder,EBS_SHELF,total,588.9549238758024
2021,10115,Greenland turbot,EBS_SHELF,total,57.169611922596864
2021,10130,flathead sole,EBS_SHELF,total,2168.8672738252553
2021,10210,yellowfin sole,EBS_SHELF,total,1238.729976545798
2021,10261,northern rock sole,EBS_SHELF,total,1978.1177023250855
2021,10285,Alaska plaice,EBS_SHELF,total,1494.9322918897485
2021,21720,Pacific cod,EBS_SHELF,total,3683.6151613654997
2021,21740,walleye pollock,EBS_SHELF,total,1972.7338352832041
2008,10112,Kamchatka flounder,EBS_SLOPE,female,364.5368286809913
2008,10115,Greenland turbot,EBS_SLOPE,female,144.9522264305427
2008,30060,Pacific ocean perch,EBS_SLOPE,female,70.8213686355865
2012,10112,Kamchatka flounder,EBS_SLOPE,female,438.5655278016552
2012,10115,Greenland turbot,EBS_SLOPE,female,196.239808724982
2012,30060,Pacific ocean perch,EBS_SLOPE,female,102.62209863064301
2016,10112,Kamchatka flounder,EBS_SLOPE,female,343.6211701392942
2016,10115,Greenland turbot,EBS_SLOPE,female,175.6864219995482
2016,30060,Pacific ocean perch,EBS_SLOPE,female,47.50633945590955
2008,10112,Kamchatka flounder,EBS_SLOPE,male,439.4097136725613
2008,10115,Greenland turbot,EBS_SLOPE,male,223.3392028799242
2008,30060,Pacific ocean perch,EBS_SLOPE,male,85.04373587089712
2012,10112,Kamchatka flounder,EBS_SLOPE,male,319.3720143389629
2012,10115,Greenland turbot,EBS_SLOPE,male,235.54851939517891
2012,30060,Pacific ocean perch,EBS_SLOPE,male,98.84065424583386
2016,10112,Kamchatka flounder,EBS_SLOPE,male,451.432677796593
2016,10115,Greenland turbot,EBS_SLOPE,male,238.59419831666494
2016,30060,Pacific ocean perch,EBS_SLOPE,male,59.29553119048647
2008,10112,Kamchatka flounder,EBS_SLOPE,total,702.9979111170319
2008,10115,Greenland turbot,EBS_SLOPE,total,311.21301210463696
2008,30060,Pacific ocean perch,EBS_SLOPE,total,130.22901243134467
2012,10112,Kamchatka flounder,EBS_SLOPE,total,638.3405020983143
2012,10115,Greenland turbot,EBS_SLOPE,total,323.0308838303975
2012,30060,Pacific ocean perch,EBS_SLOPE,total,176.6280245368967
2016,10112,Kamchatka flounder,EBS_SLOPE,total,753.4945435812655
2016,10115,Greenland turbot,EBS_SLOPE,total,372.1822940584129
2016,30060,Pacific ocean perch,EBS_SLOPE,total,103.03882293272488
