year,age,species_code,males,females,unsexed,region
1999,12,10261,7092683.009523809,11238018.264285713,0,W
1999,12,10262,975944.5,8805199.666666666,0,W
1999,13,10261,1087368.8809523808,14497808.240476191,0,W
1999,13,10262,0,2897290.833333333,0,W
1999,14,10261,3261188.3666666667,5748809.816666666,0,W
1999,14,10262,1559163,4917263.5,0,W
1999,15,10261,222264,739011.9666666667,0,W
1999,15,10262,2104392,0,0,W
1999,16,10261,198173.5,2319675.466666667,0,W
1999,16,10262,0,3723593.333333333,0,W
1999,17,10261,0,422040.56666666665,0,W
1999,17,10262,728945.3333333333,1506099.3333333333,0,W
1999,18,10261,0,339602.15,0,W
1999,18,10262,975944.5,1809240,0,W
1999,19,10262,0,230153,0,W
1999,20,10262,0,1765130.6666666665,0,W
1999,21,10261,0,199120.73333333334,0,W
1999,22,10261,0,113275.40000000001,0,W
1999,23,10262,0,1958392.6666666665,0,W
1999,24,10262,0,303140.6666666666,0,W
1999,25,10262,728945.3333333333,2441029.6666666665,0,W
2001,2,10261,307093,548806.1428571428,0,W
2001,3,10261,1566977.1666666665,2542074.7142857146,0,W
2001,3,10262,535255,112416.5,0,W
2001,4,10261,1385559.5,1485187.092857143,0,W
2001,4,10262,1062757,598222.1666666666,0,W
2001,5,10261,3829662.8095238092,3881879.8666666667,0,W
2001,5,10262,3163706.1666666665,2544530.833333333,0,W
2001,6,10261,7345376.988095238,6754078.75,0,W
2001,6,10262,1331080,1832607.8333333333,0,W
2001,7,10261,944491.1666666666,5939124.5,0,W
2001,7,10262,4408766.416666666,9666727.333333332,0,W
2001,8,10261,2462177.3095238092,1156255.2333333334,0,W
2001,8,10262,2055228.25,9415037.666666666,0,W
2001,9,10261,1426293.3333333333,6263731.761904762,0,W
2001,9,10262,844477.6666666665,5099527.25,0,W
2001,10,10261,673443.2833333333,2314693.333333333,0,W
2001,10,10262,0,2734981.75,0,W
2001,11,10261,1071079.0833333333,3949505.333333333,0,W
2001,11,10262,677866,5204976,0,W
2001,12,10261,323962.8333333333,1968828.5476190476,0,W
2001,12,10262,1163385.3333333333,0,0,W
2001,13,10261,998593.0333333333,5629502.847619047,0,W
2001,13,10262,0,1830367.6666666665,0,W
2001,14,10261,1166630.95,7354853.761904761,0,W
2001,14,10262,885912,5686472.333333333,0,W
2001,15,10261,0,1533660.8666666667,0,W
2001,15,10262,0,3100265.1666666665,0,W
2001,16,10261,922612.5428571429,3630015.9809523807,0,W
2001,16,10262,3069958.5,1501478.25,0,W
2001,17,10261,166114,1188549.6666666667,0,W
2001,17,10262,621767.8333333333,973951.4166666666,0,W
2001,18,10262,0,1198473.25,0,W
2001,19,10261,0,342631,0,W
2001,19,10262,1123094.8333333333,260362.75,0,W
2001,20,10261,206761,0,0,W
2001,20,10262,0,665555.5,0,W
2001,21,10261,0,271063.4,0,W
2001,21,10262,245102.5,2293146.5,0,W
2001,22,10262,0,938110.5,0,W
2001,23,10261,76304,0,0,W
2001,23,10262,694264.5,2036399.333333333,0,W
2001,24,10262,0,194174,0,W
2001,30,10261,0,144314.2,0,W
2003,2,10262,9171,0,0,W
2003,3,10261,1631620.7142857143,1620997.3904761905,0,W
2003,3,10262,182707.3333333333,285106,0,W
2003,4,10261,10299890.07142857,9616914.70952381,0,W
2003,4,10262,2500404.1666666665,1355870.0833333333,0,W
2003,5,10261,13767721.542857142,7452417.566666666,0,W
2003,5,10262,6520574.5,8208107.166666667,0,W
2003,6,10261,7846515.595238095,4041959.8047619043,0,W
2003,6,10262,9451320.5,10360909.166666666,0,W
2003,7,10261,3597404.283333333,5594304.009523809,0,W
2003,7,10262,2623844.833333333,3173809.4166666665,0,W
2003,8,10261,8463474.80952381,8865460.142857142,0,W
2003,8,10262,1737921.5,2344465.083333333,0,W
2003,9,10261,4776610.626190476,5892037.247619048,0,W
2003,9,10262,0,8011835.416666666,0,W
2003,10,10261,1279087.9142857143,4907432.880952381,0,W
2003,10,10262,1260998,3777838.333333333,0,W
2003,11,10261,2286685.7142857146,4398073.566666666,0,W
2003,11,10262,0,2566294.6666666665,0,W
2003,12,10261,786676.9285714285,2704349.5,0,W
2003,12,10262,1073673.3333333333,1342844.3333333333,0,W
2003,13,10261,222201.8333333333,1114374.7428571428,0,W
2003,13,10262,0,1048061.25,0,W
2003,14,10261,522813.9166666666,2125117.833333333,0,W
2003,14,10262,0,2921258.25,0,W
2003,15,10261,252296.5833333333,2981128.5666666664,0,W
2003,15,10262,387991,0,0,W
2003,16,10261,322883.7,665756.8095238095,0,W
2003,16,10262,0,2549695.1666666665,0,W
2003,17,10261,412258.1666666666,2687265.0428571426,0,W
2003,17,10262,412659,1654836,0,W
2003,18,10261,555442.6,1921399.5666666667,0,W
2003,18,10262,969303.3333333333,2063628.6666666665,0,W
2003,19,10261,0,211115.14285714284,0,W
2003,19,10262,517029,2803460.6666666665,0,W
2003,20,10261,0,117512.5,0,W
2003,20,10262,517029,690282,0,W
2003,21,10261,0,101409.33333333333,0,W
2003,21,10262,867102.5,53468.5,0,W
2003,22,10262,233265,759941,0,W
2003,23,10261,0,211115.14285714284,0,W
2003,23,10262,0,1014971.6666666666,0,W
2003,24,10261,0,92243,0,W
2003,24,10262,0,929967.8333333333,0,W
2003,25,10262,0,1205958.3333333333,0,W
2003,26,10261,0,117512.5,0,W
2003,26,10262,0,453220,0,W
2003,28,10262,0,1140544,0,W
2005,2,10261,41550,0,0,W
2005,3,10261,884135.7738095238,618587.75,0,W
2005,3,10262,1207231,0,0,W
2005,4,10261,8298381.511904762,2146305.25,0,W
2005,4,10262,2551606,2732389.1666666665,0,W
2005,5,10261,10738997.2,12876847.621428572,0,W
2005,5,10262,2516779,1775612.5,0,W
2005,6,10261,32709139.95238095,20085495.995238096,0,W
2005,6,10262,2480480.6666666665,2333487.6666666665,0,W
2005,7,10261,5525697.261904762,14389001.616666667,0,W
2005,7,10262,7855539.416666667,11800477.333333332,0,W
2005,8,10261,2314042.533333333,5999478.133333333,0,W
2005,8,10262,5311024.25,9481114.666666666,0,W
2005,9,10261,4416288.845238095,5497963.6,0,W
2005,9,10262,2471058.6666666665,3689914.333333333,0,W
2005,10,10261,5106005.211904761,5141696.5,0,W
2005,10,10262,2211327.6666666665,5305992.916666666,0,W
2005,11,10261,1810423.0428571429,4380781.533333333,0,W
2005,11,10262,0,1890000.25,0,W
2005,12,10261,996102.8333333333,1640946,0,W
2005,12,10262,0,4587174.166666666,0,W
2005,13,10261,322289.5,755927.6666666666,0,W
2005,13,10262,1560778.6666666665,2165303.9166666665,0,W
2005,14,10261,277071.75,2359307,0,W
2005,14,10262,458970.5,3123775,0,W
2005,15,10261,0,1173593.8333333333,0,W
2005,15,10262,1041859.6666666666,137544.66666666666,0,W
2005,16,10261,502520,0,0,W
2005,16,10262,1898257.6666666667,0,0,W
2005,17,10261,928822.75,829062.6666666666,0,W
2005,17,10262,162189,5081693.083333333,0,W
2005,18,10261,590939.5,2402896.6666666665,0,W
2005,18,10262,0,1221452.6666666665,0,W
2005,19,10261,554394.3333333333,104881,0,W
2005,19,10262,0,1646204.6666666667,0,W
2005,20,10261,0,1823473.6666666667,0,W
2005,20,10262,1167623,2188392.3333333335,0,W
2005,21,10261,0,206010.5,0,W
2005,21,10262,0,4731454.666666666,0,W
2005,22,10262,179408,65870,0,W
2005,23,10262,0,137544.66666666666,0,W
2005,24,10262,0,1447283.3333333333,0,W
2005,26,10261,0,257359,0,W
2005,26,10262,0,471548.3333333333,0,W
2005,27,10262,504863.8333333333,1182840.6666666665,0,W
2007,2,10261,60132.33333333333,779056.3333333333,0,W
2007,3,10261,4552820.933333334,2893362.6666666665,0,W
2007,3,10262,1299907.1333333333,1088115,0,W
2007,4,10261,6158656.083333333,2637786.083333333,0,W
2007,4,10262,5472442.6,4577593.333333333,0,W
2007,5,10261,3566592.1833333336,8220028.583333333,0,W
2007,5,10262,8711158.35,7860695.333333333,0,W
2007,6,10261,8537841.952380951,7682484.25,0,W
2007,6,10262,2760658,10497712,0,W
2007,7,10261,12854127.552380953,14310675.204761904,0,W
2007,7,10262,3508757.933333333,871462,0,W
2007,8,10261,16967893.73809524,11387430.17142857,0,W
2007,8,10262,3227653.4333333336,9856114.333333332,0,W
2007,9,10261,10922937.523809522,8655823.2,0,W
2007,9,10262,2805517.6833333336,16972062.666666664,0,W
2007,10,10261,907348.2666666667,10369428.883333333,0,W
2007,10,10262,716589,3983439.333333333,0,W
2007,11,10261,104881.8,11113251.609523809,0,W
2007,11,10262,3378821.6,10559706.666666666,0,W
2007,12,10261,1476284.5666666667,7613517.454761905,0,W
2007,12,10262,908559.6666666666,2866632.333333333,0,W
2007,13,10261,1173628.9666666666,2418892.9714285713,0,W
2007,13,10262,909745.1666666666,0,0,W
2007,14,10261,438072.6333333333,4469138.266666667,0,W
2007,14,10262,372003,2328610.5,0,W
2007,15,10261,317723,239393.5,0,W
2007,15,10262,1694579.6,2315207.6666666665,0,W
2007,16,10261,58085.166666666664,1022219.0714285714,0,W
2007,16,10262,0,310919.5,0,W
2007,17,10261,972765.4666666666,1271902.65,0,W
2007,17,10262,902045.5,0,0,W
2007,18,10261,58926.666666666664,438296,0,W
2007,18,10262,0,66714,0,W
2007,19,10261,58085.166666666664,868972.5,0,W
2007,19,10262,0,421820.33333333326,0,W
2007,20,10262,1524653.6666666665,310919.5,0,W
2007,21,10261,0,516983.1666666666,0,W
2007,21,10262,0,720330.9999999999,0,W
2007,22,10261,0,720165.6000000001,0,W
2007,23,10262,519242.6666666666,2897146.6666666665,0,W
2007,24,10261,0,466320.8333333333,0,W
2007,24,10262,0,1183799.5,0,W
2007,25,10262,961971,2662561.6666666665,0,W
2007,27,10262,0,1742760.6666666665,0,W
2007,28,10262,902644,58301,0,W
2009,1,10262,0,0,23287,W
2009,2,10262,0,23287,0,W
2009,3,10261,2126400.8,2196038,0,W
2009,3,10262,0,100696,0,W
2009,4,10261,7902740.333333334,4752769.533333333,0,W
2009,4,10262,1569113.6666666665,828696.6666666666,0,W
2009,5,10261,12415360.433333334,10017105.2,0,W
2009,5,10262,6160507.6,8265049.333333333,0,W
2009,6,10261,23206696.033333335,8085637.066666666,0,W
2009,6,10262,6018799.733333332,6886461,0,W
2009,7,10261,15059506.2,6366425.333333333,0,W
2009,7,10262,9386794.666666666,13614505.083333332,0,W
2009,8,10261,4808143.633333334,5423687.433333334,0,W
2009,8,10262,1603082,5378934.333333333,0,W
2009,9,10261,19548493.666666668,16478624.166666666,0,W
2009,9,10262,892894.3333333333,3421411.083333333,0,W
2009,10,10261,7112626.199999999,8189811.347619047,0,W
2009,10,10262,2433388.1666666665,3458789.333333333,0,W
2009,11,10261,7262382.833333333,3722442.3904761905,0,W
2009,11,10262,2329535.833333333,11374851.166666666,0,W
2009,12,10261,599317.6333333333,2122468.1333333333,0,W
