sim,year,species_code,ess,value
1,2008,10115,ess_f,117.5211206837593
1,2008,30060,ess_f,132.36375024859313
1,2012,10112,ess_f,114.91600095771102
1,2012,10115,ess_f,95.02509724274364
1,2012,30060,ess_f,135.3337533516958
1,2016,10112,ess_f,143.65349588471113
1,2016,10115,ess_f,105.99150615927186
1,2016,30060,ess_f,56.877540843120656
1,2008,10115,ess_m,108.3658667197662
1,2008,30060,ess_m,69.48166704885018
1,2012,10112,ess_m,511.78166208008747
1,2012,10115,ess_m,58.36185205575669
1,2012,30060,ess_m,107.5116820369062
1,2016,10112,ess_m,103.25912016879454
1,2016,10115,ess_m,85.47718575563196
1,2016,30060,ess_m,38.962849848897946
1,2008,10115,ess_t,155.95867715857696
1,2008,30060,ess_t,109.01132002570024
1,2012,10112,ess_t,416.16811727030586
1,2012,10115,ess_t,118.2768420492945
1,2012,30060,ess_t,199.10764587434278
1,2016,10112,ess_t,178.6100280133249
1,2016,10115,ess_t,176.30730045813527
1,2016,30060,ess_t,93.72334406785141
2,2008,10115,ess_f,128.80607103257972
2,2008,30060,ess_f,96.03415175496518
2,2012,10112,ess_f,154.32617910696507
2,2012,10115,ess_f,52.60476474113858
2,2012,30060,ess_f,38.166587307115336
2,2016,10112,ess_f,191.68241702677528
2,2016,10115,ess_f,135.91102831781444
2,2016,30060,ess_f,27.415029789324276
2,2008,10115,ess_m,99.00959533986465
2,2008,30060,ess_m,38.328112349278726
2,2012,10112,ess_m,39.00825466833384
2,2012,10115,ess_m,109.06551515958888
2,2012,30060,ess_m,62.34873902503242
2,2016,10112,ess_m,121.7768184781986
2,2016,10115,ess_m,28.133971690234937
2,2016,30060,ess_m,29.850143033253723
2,2008,10115,ess_t,158.5742792618972
2,2008,30060,ess_t,100.01549052785622
2,2012,10112,ess_t,163.85678786095454
2,2012,10115,ess_t,116.37925798985086
2,2012,30060,ess_t,64.39710554505176
2,2016,10112,ess_t,275.1085003108623
2,2016,10115,ess_t,53.881944317539215
2,2016,30060,ess_t,59.99193583058311
3,2008,10115,ess_f,211.45662526156687
3,2008,30060,ess_f,48.76476500214928
3,2012,10112,ess_f,91.64518087986437
3,2012,10115,ess_f,20.768655994483368
3,2012,30060,ess_f,28.125167358056494
3,2016,10112,ess_f,117.81975759813962
3,2016,10115,ess_f,135.1479721149589
3,2016,30060,ess_f,62.63972343319443
3,2008,10115,ess_m,120.7275176123332
3,2008,30060,ess_m,32.34596407776646
3,2012,10112,ess_m,157.3169842026305
3,2012,10115,ess_m,50.10629496380774
3,2012,30060,ess_m,39.87359125792366
3,2016,10112,ess_m,126.3109225063824
3,2016,10115,ess_m,63.81313789529798
3,2016,30060,ess_m,74.69994012477456
3,2008,10115,ess_t,209.31541262442357
3,2008,30060,ess_t,55.08140478218564
3,2012,10112,ess_t,149.73670259018485
3,2012,10115,ess_t,40.82657130880507
3,2012,30060,ess_t,47.050438597404
3,2016,10112,ess_t,264.3607555331047
3,2016,10115,ess_t,101.92949691090243
3,2016,30060,ess_t,154.7573506692711
4,2008,10115,ess_f,131.24634084498928
4,2008,30060,ess_f,19.398433371967425
4,2012,10112,ess_f,173.4146812592296
4,2012,10115,ess_f,102.82758045093303
4,2012,30060,ess_f,59.917988441037174
4,2016,10112,ess_f,74.81638085195526
4,2016,10115,ess_f,128.0593239162303
4,2016,30060,ess_f,40.994384632651766
4,2008,10115,ess_m,113.50712246751387
4,2008,30060,ess_m,49.09444485443232
4,2012,10112,ess_m,138.19100359680564
4,2012,10115,ess_m,89.71894786556867
4,2012,30060,ess_m,47.05174711702394
4,2016,10112,ess_m,180.324175754704
4,2016,10115,ess_m,197.77648493448638
4,2016,30060,ess_m,72.2667565864756
4,2008,10115,ess_t,222.43262674737332
4,2008,30060,ess_t,53.83644666768179
4,2012,10112,ess_t,276.50294751063535
4,2012,10115,ess_t,117.980322105677
4,2012,30060,ess_t,83.18978922144473
4,2016,10112,ess_t,194.3636078747723
4,2016,10115,ess_t,284.53224918448467
4,2016,30060,ess_t,106.31626067560585
5,2008,10115,ess_f,119.42275531394556
5,2008,30060,ess_f,34.06563950543136
5,2012,10112,ess_f,84.73450238861298
5,2012,10115,ess_f,25.859102990357815
5,2012,30060,ess_f,55.84421375370542
5,2016,10112,ess_f,153.1797941042542
5,2016,10115,ess_f,69.06358601187708
5,2016,30060,ess_f,36.68539313259576
5,2008,10115,ess_m,125.94409114986641
5,2008,30060,ess_m,46.463001569137795
5,2012,10112,ess_m,272.632455071496
