sim,year,species_code,ess,value,in_out
7,2008,10115,ess_t,628.8559010056775,in
7,2012,10115,ess_t,367.91998537647004,in
7,2016,10115,ess_t,467.6573651640996,in
7,2008,30060,ess_t,158.7961581318415,in
7,2012,30060,ess_t,509.29488183519305,in
7,2016,30060,ess_t,469.077126649319,in
8,2008,10112,ess_f,526.8635242650358,in
8,2012,10112,ess_f,206.9037706544535,in
8,2016,10112,ess_f,416.11315074409544,in
8,2008,10115,ess_f,188.0396851585055,in
8,2012,10115,ess_f,169.67911326040073,in
8,2016,10115,ess_f,116.27430415163549,in
8,2008,30060,ess_f,199.79808810294998,in
8,2012,30060,ess_f,99.65875551156662,in
8,2016,30060,ess_f,52.06022970599448,in
8,2008,10112,ess_m,594.1061892631163,in
8,2012,10112,ess_m,224.55925228096552,in
8,2016,10112,ess_m,501.6341980881617,in
8,2008,10115,ess_m,441.015835365771,in
8,2012,10115,ess_m,190.10331423624362,in
8,2016,10115,ess_m,251.10102529043627,in
8,2008,30060,ess_m,352.33585875432334,in
8,2012,30060,ess_m,90.82334820339533,in
8,2016,30060,ess_m,48.06192570118744,in
8,2008,10112,ess_t,943.3256763695922,in
8,2012,10112,ess_t,359.36877315217913,in
8,2016,10112,ess_t,839.0405128735057,in
8,2008,10115,ess_t,587.8198152626549,in
8,2012,10115,ess_t,283.8587443678447,in
8,2016,10115,ess_t,347.92080299457507,in
8,2008,30060,ess_t,280.44291942415094,in
8,2012,30060,ess_t,138.18575851828706,in
8,2016,30060,ess_t,96.87923464616546,in
9,2008,10112,ess_f,508.8170673456976,in
9,2012,10112,ess_f,894.3674621228321,in
9,2016,10112,ess_f,344.36406021444816,in
9,2008,10115,ess_f,256.14776777061644,in
9,2012,10115,ess_f,334.7714723072456,in
9,2016,10115,ess_f,906.0988156116275,in
9,2008,30060,ess_f,244.26022830958277,in
9,2012,30060,ess_f,260.2666494687378,in
9,2016,30060,ess_f,400.6871211526767,in
9,2008,10112,ess_m,505.11659520567724,in
9,2012,10112,ess_m,440.15539270238787,in
9,2016,10112,ess_m,312.900039463887,in
9,2008,10115,ess_m,151.7054755999503,in
9,2012,10115,ess_m,505.91382238231,in
9,2016,10115,ess_m,337.6559082583612,in
9,2008,30060,ess_m,173.6087205836974,in
9,2012,30060,ess_m,77.35049301217829,in
9,2016,30060,ess_m,50.63068555012756,in
9,2008,10112,ess_t,789.0306442664931,in
9,2012,10112,ess_t,1121.4675319053042,in
9,2016,10112,ess_t,571.5708991217326,in
9,2008,10115,ess_t,279.41441144366877,in
9,2012,10115,ess_t,821.0523623269354,in
9,2016,10115,ess_t,643.6586453788855,in
9,2008,30060,ess_t,259.35686473233517,in
9,2012,30060,ess_t,183.7203739327586,in
9,2016,30060,ess_t,207.70399507351505,in
10,2008,10112,ess_f,357.6518337240149,in
10,2012,10112,ess_f,818.5696194792282,in
10,2016,10112,ess_f,531.7116886260587,in
10,2008,10115,ess_f,128.98988863955967,in
10,2012,10115,ess_f,112.03157193234807,in
10,2016,10115,ess_f,206.60209705260445,in
10,2008,30060,ess_f,124.93050088861334,in
10,2012,30060,ess_f,187.1418572870432,in
10,2016,30060,ess_f,176.72114961369175,in
10,2008,10112,ess_m,601.2679248153379,in
10,2012,10112,ess_m,881.3504757573609,in
10,2016,10112,ess_m,344.34580537337064,in
10,2008,10115,ess_m,94.87205470661665,in
10,2012,10115,ess_m,203.4522916101369,in
10,2016,10115,ess_m,237.10318244066417,in
10,2008,30060,ess_m,65.6922599347541,in
10,2012,30060,ess_m,329.67568258705336,in
10,2016,30060,ess_m,299.17032341023577,in
10,2008,10112,ess_t,691.955839195914,in
10,2012,10112,ess_t,1638.105037591588,in
10,2016,10112,ess_t,623.6018919273716,in
10,2008,10115,ess_t,155.44324413061506,in
10,2012,10115,ess_t,218.71676750784832,in
10,2016,10115,ess_t,355.7630375148856,in
10,2008,30060,ess_t,182.10426060392706,in
10,2012,30060,ess_t,648.686402877593,in
10,2016,30060,ess_t,821.2595691921455,in
11,2008,10112,ess_f,274.4533105077254,in
11,2012,10112,ess_f,362.789913509908,in
11,2016,10112,ess_f,300.70939214839814,in
