sim,year,species_code,ess,value
1,1986,REBS,ess_f,103.46551022712652
1,1991,REBS,ess_f,75.53719853124998
1,1994,REBS,ess_f,61.56393116244907
1,1997,REBS,ess_f,76.6179898955443
1,2000,REBS,ess_f,88.71218321740562
1,2002,REBS,ess_f,14.217338069879068
1,2004,REBS,ess_f,135.34591052452208
1,2006,REBS,ess_f,167.21310272911595
1,2010,REBS,ess_f,70.69197337307754
1,2012,REBS,ess_f,178.10189058156467
1,2014,REBS,ess_f,147.47797876686116
1,2016,REBS,ess_f,85.12209688433529
1,2018,REBS,ess_f,170.72882910615212
1,1986,REBS,ess_m,138.2537708037059
1,1991,REBS,ess_m,64.55145157432662
1,1994,REBS,ess_m,95.1264970372488
1,1997,REBS,ess_m,126.17001070368457
1,2000,REBS,ess_m,175.49451366741266
1,2002,REBS,ess_m,89.20557852314252
1,2004,REBS,ess_m,168.2277883786886
1,2006,REBS,ess_m,129.51525408897078
1,2010,REBS,ess_m,80.5132618502372
1,2012,REBS,ess_m,139.30303749277113
1,2014,REBS,ess_m,90.7223225944068
1,2016,REBS,ess_m,64.04427991199
1,2018,REBS,ess_m,59.971061551397426
1,1986,REBS,ess_t,177.5734550261972
1,1991,REBS,ess_t,146.4219290733439
1,1994,REBS,ess_t,159.73805940672744
1,1997,REBS,ess_t,172.81430112770076
1,2000,REBS,ess_t,288.6633392802234
1,2002,REBS,ess_t,55.41332978519674
1,2004,REBS,ess_t,309.9390276334373
1,2006,REBS,ess_t,306.89530300529526
1,2010,REBS,ess_t,106.34748974565456
1,2012,REBS,ess_t,220.9767544004991
1,2014,REBS,ess_t,402.7577011624904
1,2016,REBS,ess_t,213.2259658794361
1,2018,REBS,ess_t,132.08873948462627
2,1986,REBS,ess_f,200.66694512488723
2,1991,REBS,ess_f,72.75205915014108
2,1994,REBS,ess_f,85.40189679229202
2,1997,REBS,ess_f,117.17286436823389
2,2000,REBS,ess_f,88.12585398947664
2,2002,REBS,ess_f,59.80761428798308
2,2004,REBS,ess_f,91.96175752639367
2,2006,REBS,ess_f,93.49880760245135
2,2010,REBS,ess_f,73.14354667957896
2,2012,REBS,ess_f,112.32574088354882
2,2014,REBS,ess_f,37.03296831374509
2,2016,REBS,ess_f,58.022480127700504
2,2018,REBS,ess_f,213.8661163401789
2,1986,REBS,ess_m,135.81769053852483
2,1991,REBS,ess_m,49.15175630561408
2,1994,REBS,ess_m,139.99278287967243
2,1997,REBS,ess_m,168.46284472640494
2,2000,REBS,ess_m,149.69242337525935
2,2002,REBS,ess_m,107.64709652207758
2,2004,REBS,ess_m,88.69724133876012
2,2006,REBS,ess_m,60.02340491679504
2,2010,REBS,ess_m,29.17928372530497
2,2012,REBS,ess_m,93.97746518112834
2,2014,REBS,ess_m,94.75686433595772
2,2016,REBS,ess_m,55.35876370367873
2,2018,REBS,ess_m,130.67589352745108
2,1986,REBS,ess_t,219.10370059588703
2,1991,REBS,ess_t,100.53891650941148
2,1994,REBS,ess_t,195.30838606290652
2,1997,REBS,ess_t,344.7999305609521
2,2000,REBS,ess_t,318.6692382877344
2,2002,REBS,ess_t,114.99815590775286
2,2004,REBS,ess_t,175.58672836908144
2,2006,REBS,ess_t,120.976899998642
2,2010,REBS,ess_t,81.56110031920215
2,2012,REBS,ess_t,172.74884004072848
2,2014,REBS,ess_t,88.67621603066341
2,2016,REBS,ess_t,117.55989304028607
2,2018,REBS,ess_t,363.326012500906
3,1986,REBS,ess_f,90.27511222470719
3,1991,REBS,ess_f,58.82557937207425
3,1994,REBS,ess_f,182.1170170721388
3,1997,REBS,ess_f,106.56977122995325
3,2000,REBS,ess_f,175.18624241817935
3,2002,REBS,ess_f,129.1990916390095
3,2004,REBS,ess_f,127.70364165490898
3,2006,REBS,ess_f,289.8459822367915
3,2010,REBS,ess_f,94.989413297577
3,2012,REBS,ess_f,140.06746950202552
3,2014,REBS,ess_f,116.15184973954321
3,2016,REBS,ess_f,70.1809809056548
3,2018,REBS,ess_f,48.93482062143951
3,1986,REBS,ess_m,71.7373034644466
3,1991,REBS,ess_m,38.44687201153892
3,1994,REBS,ess_m,78.39085207927006
3,1997,REBS,ess_m,121.10240502014176
3,2000,REBS,ess_m,104.17738521859462
3,2002,REBS,ess_m,71.61029360205892
3,2004,REBS,ess_m,271.8669449575674
3,2006,REBS,ess_m,279.13862512905575
3,2010,REBS,ess_m,50.8523655449374
3,2012,REBS,ess_m,222.88001019368104
3,2014,REBS,ess_m,66.07863873742119
3,2016,REBS,ess_m,123.80817782392732
3,2018,REBS,ess_m,45.63097870915553
3,1986,REBS,ess_t,211.43418896378748
3,1991,REBS,ess_t,89.29846139987521
3,1994,REBS,ess_t,207.93407415562066
3,1997,REBS,ess_t,285.4965962279026
3,2000,REBS,ess_t,216.07246196491914
3,2002,REBS,ess_t,170.02492784811815
3,2004,REBS,ess_t,234.1756213913614
3,2006,REBS,ess_t,478.54611785876887
3,2010,REBS,ess_t,147.38274995298613
3,2012,REBS,ess_t,277.4484054600986
3,2014,REBS,ess_t,247.29075127447885
3,2016,REBS,ess_t,127.3729341882895
3,2018,REBS,ess_t,108.4107079265749
4,1986,REBS,ess_f,46.9878972630407
4,1991,REBS,ess_f,135.078588293192
4,1994,REBS,ess_f,198.89026741434012
4,1997,REBS,ess_f,212.44189543584451
4,2000,REBS,ess_f,93.80215144612221
4,2002,REBS,ess_f,138.5802454635095
4,2004,REBS,ess_f,103.0997387934941
4,2006,REBS,ess_f,105.2293510842193
4,2010,REBS,ess_f,191.77618313576062
4,2012,REBS,ess_f,242.11031726819613
4,2014,REBS,ess_f,200.68784265171146
4,2016,REBS,ess_f,97.65198940461812
4,2018,REBS,ess_f,76.17911514373692
4,1986,REBS,ess_m,43.00362145826473
4,1991,REBS,ess_m,63.88215788065499
4,1994,REBS,ess_m,115.68713752018974
4,1997,REBS,ess_m,142.81308571457546
4,2000,REBS,ess_m,160.21621717226958
4,2002,REBS,ess_m,27.040644974848433
4,2004,REBS,ess_m,134.50054131619817
4,2006,REBS,ess_m,96.19808795802878
4,2010,REBS,ess_m,100.65061086955626
4,2012,REBS,ess_m,222.61792261858048
4,2014,REBS,ess_m,167.25169316006952
4,2016,REBS,ess_m,54.35385334137227
4,2018,REBS,ess_m,125.01126903864332
4,1986,REBS,ess_t,80.90712246837448
4,1991,REBS,ess_t,129.26271991296815
4,1994,REBS,ess_t,247.60606839414598
4,1997,REBS,ess_t,318.10222761633923
4,2000,REBS,ess_t,273.5019564916277
4,2002,REBS,ess_t,81.92290564847201
4,2004,REBS,ess_t,181.14831593996553
4,2006,REBS,ess_t,193.98166270590752
4,2010,REBS,ess_t,256.49607436956427
4,2012,REBS,ess_t,365.9437709250802
4,2014,REBS,ess_t,378.9932289705872
4,2016,REBS,ess_t,121.13873304997416
4,2018,REBS,ess_t,184.036158756563
5,1986,REBS,ess_f,98.40333808080688
5,1991,REBS,ess_f,258.88365058470987
5,1994,REBS,ess_f,103.24293453891526
5,1997,REBS,ess_f,110.78597434765466
5,2000,REBS,ess_f,99.00553362311429
5,2002,REBS,ess_f,70.26481159828121
5,2004,REBS,ess_f,107.88500545696736
5,2006,REBS,ess_f,168.8923893872619
5,2010,REBS,ess_f,163.36753665309274
5,2012,REBS,ess_f,72.1502259526973
5,2014,REBS,ess_f,247.3907995506473
5,2016,REBS,ess_f,87.34756375974467
5,2018,REBS,ess_f,82.57100925399551
5,1986,REBS,ess_m,175.00061827289622
5,1991,REBS,ess_m,122.96358633584184
5,1994,REBS,ess_m,100.14142057031448
5,1997,REBS,ess_m,212.69231518759636
5,2000,REBS,ess_m,147.75771024413442
5,2002,REBS,ess_m,84.10102294993159
5,2004,REBS,ess_m,122.35069168153599
5,2006,REBS,ess_m,122.6115931324859
5,2010,REBS,ess_m,231.6814506153596
5,2012,REBS,ess_m,82.62154725182157
5,2014,REBS,ess_m,177.3843258236842
5,2016,REBS,ess_m,132.29851291605513
5,2018,REBS,ess_m,187.87982452801037
5,1986,REBS,ess_t,413.81203766242675
5,1991,REBS,ess_t,300.8345441558378
5,1994,REBS,ess_t,194.24481175628353
