year,species_code,length,males,females,unsexed
2010,REBS,160,0,10984,0
2012,REBS,160,6424,8621,0
2014,REBS,160,22884,9854,0
2016,REBS,160,49995,11034,7728
2018,REBS,160,5181,2212,8276
2006,REBS,170,0,0,0
2010,REBS,170,0,12788,0
2012,REBS,170,13765,6534,0
2014,REBS,170,42111,42083,0
2016,REBS,170,63161,24013,3864
2018,REBS,170,42639,47127,8276
2006,REBS,180,9684,0,0
2010,REBS,180,15594,15594,0
2012,REBS,180,9959,5525,3072
2014,REBS,180,34913,13800,0
2016,REBS,180,19434,19415,0
2018,REBS,180,19467,20723,15542
2006,REBS,190,21439,12746,0
2010,REBS,190,8619,20090,0
2012,REBS,190,46134,14563,0
2014,REBS,190,65712,62995,0
2016,REBS,190,52815,34111,0
2018,REBS,190,94801,46373,5181
2006,REBS,200,15523,25236,0
2010,REBS,200,61421,57064,0
2012,REBS,200,19408,5769,0
2014,REBS,200,34324,24911,0
2016,REBS,200,26110,56544,0
2018,REBS,200,22110,8980,0
2006,REBS,210,37617,12772,0
2010,REBS,210,67988,58887,0
2012,REBS,210,16576,6637,0
2014,REBS,210,44138,43587,0
2016,REBS,210,17577,63184,0
2018,REBS,210,20833,75108,5181
2006,REBS,220,44383,12216,0
2010,REBS,220,97674,72021,0
2012,REBS,220,7806,21811,0
2014,REBS,220,53689,59408,0
2016,REBS,220,29767,18674,0
2018,REBS,220,102280,109655,0
2006,REBS,230,47866,45892,0
2010,REBS,230,91274,34903,0
2012,REBS,230,9174,13733,0
2014,REBS,230,55236,57482,0
2016,REBS,230,84471,44424,0
2018,REBS,230,77248,155588,0
2006,REBS,240,37363,59948,0
2010,REBS,240,68514,70668,0
2012,REBS,240,80506,39313,0
2014,REBS,240,82798,89163,0
2016,REBS,240,147918,110598,0
2018,REBS,240,172785,99618,0
2006,REBS,250,46374,20344,0
2010,REBS,250,83514,23488,0
2012,REBS,250,54208,57143,0
2014,REBS,250,64433,75492,0
2016,REBS,250,128439,24193,0
2018,REBS,250,161155,147939,0
2006,REBS,260,23127,9548,0
2010,REBS,260,61405,90220,0
2012,REBS,260,110156,65113,0
2014,REBS,260,92632,106312,0
2016,REBS,260,139592,61710,0
2018,REBS,260,204306,286951,0
2006,REBS,270,9866,0,0
2010,REBS,270,99852,60347,0
2012,REBS,270,65560,75302,0
2014,REBS,270,103016,86436,0
2016,REBS,270,191665,164893,0
2018,REBS,270,144795,215929,0
2006,REBS,280,0,9658,0
2010,REBS,280,107216,86929,0
2012,REBS,280,53559,80802,0
2014,REBS,280,85397,221300,0
2016,REBS,280,282436,123205,0
2018,REBS,280,92515,48244,0
2006,REBS,290,7474,0,0
2010,REBS,290,97336,79153,0
2012,REBS,290,78773,75088,0
2014,REBS,290,67326,119753,0
2016,REBS,290,190947,204393,0
2018,REBS,290,280532,294366,0
2006,REBS,300,0,0,0
2010,REBS,300,67624,48881,0
2012,REBS,300,87887,53811,0
2014,REBS,300,71248,61103,0
2016,REBS,300,175508,262228,0
2018,REBS,300,305109,101358,0
2006,REBS,310,0,6022,0
2010,REBS,310,87773,55982,0
2012,REBS,310,33927,58762,0
2014,REBS,310,119948,104739,0
2016,REBS,310,206005,128612,0
2018,REBS,310,358800,304953,0
2006,REBS,320,7849,15234,0
2010,REBS,320,38346,59564,0
2012,REBS,320,105029,71180,0
2014,REBS,320,86338,122596,0
2016,REBS,320,220816,340968,0
2018,REBS,320,483628,246057,0
2006,REBS,330,4868,11997,0
2010,REBS,330,57801,35115,0
2012,REBS,330,74736,47114,0
2014,REBS,330,93385,150111,0
2016,REBS,330,354247,221538,0
2018,REBS,330,302559,275024,0
2006,REBS,340,12431,2892,0
2010,REBS,340,21154,77853,0
2012,REBS,340,74817,68745,0
2014,REBS,340,82830,58763,0
2016,REBS,340,248009,406037,0
2018,REBS,340,521601,216505,0
2006,REBS,350,17423,18824,0
2010,REBS,350,49259,109854,0
2012,REBS,350,31248,61946,0
2014,REBS,350,94573,133751,0
2016,REBS,350,584428,437809,0
2018,REBS,350,594727,260673,0
2006,REBS,360,19518,73815,0
2010,REBS,360,46848,51489,0
2012,REBS,360,61794,61052,0
2014,REBS,360,59963,48367,0
2016,REBS,360,434251,333061,0
2018,REBS,360,520650,478138,0
2006,REBS,370,22048,38426,0
2010,REBS,370,34522,32623,0
2012,REBS,370,114177,107982,0
2014,REBS,370,59503,99812,0
2016,REBS,370,437472,278370,0
2018,REBS,370,454337,211623,0
2006,REBS,380,136206,34774,0
2010,REBS,380,92130,116230,0
2012,REBS,380,149339,166136,0
2014,REBS,380,99543,68744,0
2016,REBS,380,215359,325371,0
2018,REBS,380,618321,382279,0
2006,REBS,390,67587,55618,0
2010,REBS,390,197405,178870,0
2012,REBS,390,83502,165373,0
2014,REBS,390,41622,103431,0
2016,REBS,390,345058,291508,0
2018,REBS,390,588809,276733,0
2006,REBS,400,127079,78839,0
2010,REBS,400,146154,213362,0
2012,REBS,400,165367,122358,0
2014,REBS,400,48225,40549,0
2016,REBS,400,216906,235736,0
2018,REBS,400,380256,319218,0
2006,REBS,410,111333,168897,0
2010,REBS,410,178189,170447,11302
2012,REBS,410,143633,173691,0
2014,REBS,410,80408,47643,0
2016,REBS,410,175845,253862,0
2018,REBS,410,158503,242679,0
2006,REBS,420,253532,209553,0
2010,REBS,420,240532,198641,0
2012,REBS,420,192679,239825,0
2014,REBS,420,12107,51824,0
2016,REBS,420,232586,147616,0
2018,REBS,420,252867,224225,0
2006,REBS,430,282874,285855,0
2010,REBS,430,338840,375175,0
2012,REBS,430,254932,219554,0
2014,REBS,430,92221,45592,0
2016,REBS,430,110461,68626,0
2018,REBS,430,87545,71014,0
2006,REBS,440,300086,262135,0
2010,REBS,440,145781,135561,0
2012,REBS,440,352823,360577,0
2014,REBS,440,96176,80898,0
2016,REBS,440,96618,202687,0
2018,REBS,440,175948,202139,0
2006,REBS,450,345304,366884,0
2010,REBS,450,244165,173933,0
2012,REBS,450,261056,342909,0
2014,REBS,450,107977,66099,0
2016,REBS,450,133059,108166,0
2018,REBS,450,60753,78388,0
2006,REBS,460,286527,374846,0
2010,REBS,460,152248,309793,0
2012,REBS,460,459761,362673,0
2014,REBS,460,156934,96387,0
2016,REBS,460,65395,224110,0
2018,REBS,460,36839,104944,0
2006,REBS,470,239124,233751,0
2010,REBS,470,255703,263459,0
2012,REBS,470,418177,322277,0
2014,REBS,470,51585,144930,0
2016,REBS,470,196118,77630,0
2018,REBS,470,30739,101169,0
2006,REBS,480,218624,300688,0
2010,REBS,480,126817,210977,0
2012,REBS,480,423426,336564,0
2014,REBS,480,86209,89731,0
2016,REBS,480,80226,84931,0
2018,REBS,480,56841,42866,0
2006,REBS,490,80347,177353,0
2010,REBS,490,133722,71425,0
2012,REBS,490,281086,245568,0
2014,REBS,490,78811,52129,0
2016,REBS,490,150856,82073,0
2018,REBS,490,27172,18598,0
2006,REBS,500,94238,120914,0
2010,REBS,500,84146,55476,0
2012,REBS,500,175349,301776,0
2014,REBS,500,57525,120126,0
2016,REBS,500,38820,95949,0
2018,REBS,500,86259,40980,0
2006,REBS,510,61739,60912,0
2010,REBS,510,30303,19805,0
2012,REBS,510,91463,148916,0
2014,REBS,510,46376,9735,0
2016,REBS,510,74475,41030,0
2018,REBS,510,44218,8557,0
2006,REBS,520,27890,51900,0
2010,REBS,520,49061,24870,0
2012,REBS,520,62734,47397,0
2014,REBS,520,19295,3492,0
2016,REBS,520,18314,78101,0
2018,REBS,520,8241,39332,0
2006,REBS,530,21891,28137,0
2010,REBS,530,31373,7065,0
2012,REBS,530,64305,18310,0
2014,REBS,530,37090,0,0
2016,REBS,530,7152,64294,0
2018,REBS,530,29447,44106,0
2006,REBS,540,8478,0,0
2010,REBS,540,6259,17557,0
2012,REBS,540,41339,17063,0
2014,REBS,540,13652,2154,0
2016,REBS,540,6490,4188,0
2018,REBS,540,0,15948,0
2006,REBS,550,8788,0,0
2010,REBS,550,3729,3894,0
2012,REBS,550,15624,13810,0
2014,REBS,550,0,0,0
2016,REBS,550,13769,12373,0
2018,REBS,550,0,3530,0
2006,REBS,560,0,7579,0
2010,REBS,560,3894,18321,0
2012,REBS,560,0,0,0
2014,REBS,560,2644,0,0
2016,REBS,560,19152,11395,0
2018,REBS,560,0,0,0
2006,REBS,570,0,23264,0
2010,REBS,570,0,0,0
2012,REBS,570,0,0,0
2014,REBS,570,2154,12553,0
2016,REBS,570,0,0,0
2018,REBS,570,12370,17852,0
2006,REBS,580,8247,0,0
2010,REBS,580,3894,7788,0
2012,REBS,580,0,4844,0
2014,REBS,580,0,2336,0
2016,REBS,580,1396,0,0
2018,REBS,580,12370,12370,0
2006,REBS,590,0,0,0
2010,REBS,590,0,0,0
2012,REBS,590,0,0,0
2014,REBS,590,0,0,0
2016,REBS,590,0,0,0
2018,REBS,590,3972,0,0
2006,REBS,600,2972,0,0
2010,REBS,600,0,0,0
2012,REBS,600,0,23873,0
2014,REBS,600,0,0,0
2016,REBS,600,34366,0,0
2018,REBS,600,3972,0,0
2006,REBS,610,0,0,0
2010,REBS,610,4652,0,0
2012,REBS,610,0,0,0
2014,REBS,610,0,0,0
2016,REBS,610,0,0,0
2018,REBS,610,6044,0,0
2006,REBS,620,0,0,0
2010,REBS,620,0,0,0
2012,REBS,620,0,0,0
2014,REBS,620,0,0,0
2016,REBS,620,0,0,0
2018,REBS,620,3994,0,0
2006,REBS,630,0,0,0
2010,REBS,630,0,0,0
2012,REBS,630,0,0,0
2014,REBS,630,0,0,0
2016,REBS,630,0,0,0
2018,REBS,630,11851,7944,0
2006,REBS,640,0,0,0
2010,REBS,640,0,10343,0
2012,REBS,640,0,0,0
2014,REBS,640,0,0,0
2016,REBS,640,0,0,0
2018,REBS,640,0,0,0
2006,REBS,650,0,0,0
2010,REBS,650,0,0,0
2012,REBS,650,6494,0,0
2014,REBS,650,0,0,0
2016,REBS,650,0,9747,0
2018,REBS,650,7966,0,0
2006,REBS,660,0,0,0
2010,REBS,660,3894,0,0
2012,REBS,660,0,0,0
2014,REBS,660,0,0,0
2016,REBS,660,0,0,0
2018,REBS,660,0,0,0
2006,REBS,690,0,0,0
2010,REBS,690,0,10343,0
2012,REBS,690,0,0,0
2014,REBS,690,0,0,0
2016,REBS,690,0,0,0
2018,REBS,690,3972,0,0
2006,REBS,710,0,0,0
2010,REBS,710,0,0,0
2012,REBS,710,0,0,0
2014,REBS,710,0,0,0
2016,REBS,710,0,0,0
2018,REBS,710,0,3972,0
